"Year","Month","Day","Generacion_MWh"
"2015",1,1,2.66333333333333
"2016",1,1,3.1575
"2015",2,1,2.39791666666667
"2016",2,1,2.87208333333333
"2015",3,1,2.36958333333333
"2016",3,1,2.78791666666667
"2014",4,1,1.98708333333333
"2015",4,1,2.61125
"2016",4,1,2.34333333333333
"2014",5,1,2.36041666666667
"2015",5,1,2.09625
"2016",5,1,2.15041666666667
"2014",6,1,2.05416666666667
"2015",6,1,1.89083333333333
"2016",6,1,2.01125
"2014",7,1,2.00625
"2015",7,1,1.90416666666667
"2016",7,1,1.84458333333333
"2014",8,1,2.19875
"2015",8,1,2.10541666666667
"2016",8,1,2.13625
"2014",9,1,2.49208333333333
"2015",9,1,2.51875
"2016",9,1,2.50541666666667
"2014",10,1,2.37291666666667
"2015",10,1,2.87875
"2016",10,1,2.89625
"2014",11,1,2.285
"2015",11,1,3.10541666666667
"2014",12,1,3.14208333333333
"2015",12,1,2.5425
"2015",1,2,2.4425
"2016",1,2,3.1475
"2015",2,2,2.10041666666667
"2016",2,2,2.96458333333333
"2015",3,2,2.37833333333333
"2016",3,2,2.64708333333333
"2014",4,2,0.595833333333333
"2015",4,2,2.63208333333333
"2016",4,2,2.48291666666667
"2014",5,2,2.31333333333333
"2015",5,2,2.16458333333333
"2016",5,2,2.17458333333333
"2014",6,2,2.1
"2015",6,2,2.07916666666667
"2016",6,2,1.99291666666667
"2014",7,2,0.801666666666667
"2015",7,2,1.96916666666667
"2016",7,2,1.6375
"2014",8,2,2.28333333333333
"2015",8,2,2.25708333333333
"2016",8,2,2.18583333333333
"2014",9,2,2.48583333333333
"2015",9,2,2.32625
"2016",9,2,2.41208333333333
"2014",10,2,1.98833333333333
"2015",10,2,1.4025
"2016",10,2,2.87375
"2014",11,2,2.26166666666667
"2015",11,2,2.82666666666667
"2014",12,2,3.16208333333333
"2015",12,2,3.03083333333333
"2015",1,3,2.56708333333333
"2016",1,3,3.04208333333333
"2015",2,3,2.62833333333333
"2016",2,3,3.04666666666667
"2015",3,3,2.36791666666667
"2016",3,3,2.78541666666667
"2014",4,3,0.3625
"2015",4,3,2.58583333333333
"2016",4,3,2.40583333333333
"2014",5,3,2.24375
"2015",5,3,2.1925
"2016",5,3,2.19208333333333
"2014",6,3,2.11458333333333
"2015",6,3,2.06833333333333
"2016",6,3,1.95291666666667
"2014",7,3,2.03125
