"Year","Month","Day","Generacion_MWh"
"2016",6,1,6.87958333333333
"2016",7,1,10.95
"2016",8,1,27.6916666666667
"2016",9,1,0
"2016",10,1,19.4916666666667
"2016",6,2,4.50416666666667
"2016",7,2,12.9458333333333
"2016",8,2,28.2625
"2016",9,2,0
"2016",10,2,20.6833333333333
"2016",6,3,7.67916666666667
"2016",7,3,10.4791666666667
"2016",8,3,28.4125
"2016",9,3,0
"2016",10,3,22.2083333333333
"2016",5,4,0.00416666666666667
"2016",6,4,7.925
"2016",7,4,8.425
"2016",8,4,28.4625
"2016",9,4,0
"2016",10,4,20.3458333333333
"2016",5,5,0.15
"2016",6,5,8.52083333333333
"2016",7,5,23.9208333333333
"2016",8,5,11.3875
"2016",9,5,0
"2016",10,5,4.94583333333333
"2016",5,6,0.0958333333333333
"2016",6,6,8.12916666666667
"2016",7,6,8.0125
"2016",8,6,20.1583333333333
"2016",9,6,0
"2016",10,6,19.0083333333333
"2016",5,7,0.154166666666667
"2016",6,7,10.6208333333333
"2016",7,7,20.6083333333333
"2016",8,7,29.0291666666667
"2016",9,7,0
"2016",10,7,16.55
"2016",5,8,0.175
"2016",6,8,10.1583333333333
"2016",7,8,12.2041666666667
"2016",8,8,29.0875
"2016",9,8,0.416666666666667
"2016",10,8,16.125
"2016",5,9,0.225
"2016",6,9,7.25416666666667
"2016",7,9,15.6291666666667
"2016",8,9,27.0541666666667
"2016",9,9,3.48333333333333
"2016",10,9,20.8916666666667
"2016",5,10,0.4
"2016",6,10,8.29583333333333
"2016",7,10,6.75416666666667
"2016",8,10,26.5333333333333
"2016",9,10,33.4208333333333
"2016",10,10,21.0833333333333
"2016",5,11,0.6
"2016",6,11,11.3666666666667
"2016",7,11,20.9958333333333
"2016",8,11,24.2375
"2016",9,11,35.1833333333333
"2016",10,11,19.7083333333333
"2016",5,12,0.695833333333333
"2016",6,12,6.58333333333333
"2016",7,12,23.3908333333333
"2016",8,12,10.8208333333333
"2016",9,12,30.2791666666667
"2016",10,12,18.7375
"2016",5,13,1.26666666666667
"2016",6,13,12.0958333333333
"2016",7,13,24.2958333333333
"2016",8,13,13.3541666666667
"2016",9,13,32.4708333333333
"2016",10,13,20.0166666666667
"2016",5,14,1.34
"2016",6,14,13.9458333333333
"2016",7,14,22.3291666666667
"2016",8,14,17.1166666666667
"2016",9,14,29.8708333333333
"2016",10,14,20.9083333333333
"2016",5,15,0
"2016",6,15,12.8458333333333
"2016",7,15,25.1041666666667
"2016",8,15,20.1708333333333
"2016",9,15,33.3708333333333
"2016",10,15,4.1875
"2016",5,16,1.2625
"2016",6,16,12.3
"2016",7,16,25.8083333333333
"2016",8,16,3.2125
"2016",9,16,35.2125
"2016",10,16,17.025
"2016",5,17,1.7125
"2016",6,17,16.5291666666667
"2016",7,17,27.1708333333333
"2016",8,17,0
"2016",9,17,36.0916666666667
"2016",10,17,18.3666666666667
"2016",5,18,1.925
"2016",6,18,14.3041666666667
"2016",7,18,26.0041666666667
"2016",8,18,0
"2016",9,18,36.3583333333333
"2016",10,18,18.2208333333333
"2016",5,19,1.90416666666667
"2016",6,19,21.6375
"2016",7,19,25.1416666666667
"2016",8,19,0
"2016",9,19,37.0125
"2016",10,19,6.57083333333333
"2016",5,20,2.71666666666667
"2016",6,20,21.6208333333333
"2016",7,20,25.4291666666667
"2016",8,20,0
"2016",9,20,37.2583333333333
"2016",10,20,23.7458333333333
"2016",5,21,4.57916666666667
"2016",6,21,22.1416666666667
"2016",7,21,25.7958333333333
"2016",8,21,0
"2016",9,21,37.1791666666667
"2016",10,21,27.8583333333333
"2016",5,22,6.41666666666667
"2016",6,22,21.6125
"2016",7,22,25.5916666666667
"2016",8,22,0
"2016",9,22,18.6458333333333
"2016",10,22,32.8416666666667
"2016",5,23,6.72083333333333
"2016",6,23,21.4083333333333
"2016",7,23,24.575
"2016",8,23,0
"2016",9,23,19.1416666666667
"2016",10,23,27.35
"2016",5,24,6.49166666666667
"2016",6,24,10.8375
"2016",7,24,26.2083333333333
"2016",8,24,0
"2016",9,24,38.0291666666667
"2016",10,24,35.7458333333333
"2016",5,25,5.00291666666667
"2016",6,25,18.1333333333333
"2016",7,25,27.5333333333333
"2016",8,25,0
"2016",9,25,38.275
"2016",10,25,10.1208333333333
"2016",5,26,6.84583333333333
"2016",6,26,23.5416666666667
"2016",7,26,1.50833333333333
"2016",8,26,0
"2016",9,26,35.2958333333333
"2016",10,26,32.1875
"2016",5,27,4.9825
"2016",6,27,23.2416666666667
"2016",7,27,27.2916666666667
"2016",8,27,0
"2016",9,27,24.3958333333333
"2016",10,27,32.6083333333333
"2016",5,28,8.12083333333333
"2016",6,28,23.125
"2016",7,28,27.2791666666667
"2016",8,28,0
"2016",9,28,17.2791666666667
"2016",10,28,29.5541666666667
"2016",5,29,5.125
"2016",6,29,22.9291666666667
"2016",7,29,27.9291666666667
"2016",8,29,0
"2016",9,29,20.75
"2016",10,29,21.8291666666667
"2016",5,30,3.23333333333333
"2016",6,30,22.6041666666667
"2016",7,30,26.725
"2016",8,30,0
"2016",9,30,18.1416666666667
"2016",10,30,29.8375
"2016",5,31,8.24166666666667
"2016",7,31,25.2958333333333
"2016",8,31,0
"2016",10,31,35.1
