"Year","Month","Day","Generacion_MWh"
"2016",1,1,2.82916666666667
"2016",2,1,5.24166666666667
"2016",3,1,6.3
"2016",4,1,8.34166666666667
"2016",5,1,6.16666666666667
"2016",6,1,5.75
"2016",7,1,8.23916666666667
"2016",8,1,19.0833333333333
"2016",9,1,17.5920833333333
"2016",10,1,22.0358333333333
"2016",1,2,2.77916666666667
"2016",2,2,5.6875
"2016",3,2,6.29166666666667
"2016",4,2,7.65416666666667
"2016",5,2,5.27083333333333
"2016",6,2,3.40166666666667
"2016",7,2,10.3258333333333
"2016",8,2,19.2916666666667
"2016",9,2,16.8104166666667
"2016",10,2,24.3854166666667
"2016",1,3,2.75833333333333
"2016",2,3,5.19583333333333
"2016",3,3,5.70416666666667
"2016",4,3,5.0125
"2016",5,3,3.45
"2016",6,3,3.76
"2016",7,3,3.96208333333333
"2016",8,3,19.0416666666667
"2016",9,3,26.7108333333333
"2016",10,3,25.0525
"2016",1,4,0
"2016",2,4,5.06666666666667
"2016",3,4,6.32916666666667
"2016",4,4,3.99583333333333
"2016",5,4,0
"2016",6,4,7.0675
"2016",7,4,11.2504166666667
"2016",8,4,18
"2016",9,4,28.3758333333333
"2016",10,4,21.4829166666667
"2016",1,5,0
"2016",2,5,5.90416666666667
"2016",3,5,5.125
"2016",4,5,4.27083333333333
"2016",5,5,4.15
"2016",6,5,6.92125
"2016",7,5,11.79625
"2016",8,5,5.41666666666667
"2016",9,5,27.8483333333333
"2016",10,5,23.1879166666667
"2016",1,6,0
"2016",2,6,6.4
"2016",3,6,6.275
"2016",4,6,7.75416666666667
"2016",5,6,2.75833333333333
"2016",6,6,7.83583333333333
"2016",7,6,12.0833333333333
"2016",8,6,16.9583333333333
"2016",9,6,22.6054166666667
"2016",10,6,22.3483333333333
"2016",1,7,4.3625
"2016",2,7,4.4875
"2016",3,7,6.05416666666667
"2016",4,7,6.75
"2016",5,7,2.4875
"2016",6,7,10.0533333333333
"2016",7,7,10.93125
"2016",8,7,18.4183333333333
"2016",9,7,24.7579166666667
"2016",10,7,26.6575
"2016",1,8,3.90833333333333
"2016",2,8,5.9
"2016",3,8,6.55
"2016",4,8,7.78333333333333
"2016",5,8,2.37916666666667
"2016",6,8,9.58625
"2016",7,8,6.69416666666667
"2016",8,8,18.7033333333333
"2016",9,8,18.0458333333333
"2016",10,8,24.27625
"2016",1,9,4.17916666666667
"2016",2,9,6.02083333333333
"2016",3,9,6.5375
"2016",4,9,7.72083333333333
"2016",5,9,2.63333333333333
"2016",6,9,5.36833333333333
"2016",7,9,10.4370833333333
"2016",8,9,16.8508333333333
"2016",9,9,18.58125
"2016",10,9,26.0783333333333
"2016",1,10,4.32083333333333
"2016",2,10,6.02083333333333
"2016",3,10,6.73333333333333
"2016",4,10,7.475
"2016",5,10,2.66083333333333
"2016",6,10,7.37208333333333
"2016",7,10,2.79916666666667
"2016",8,10,15.2795833333333
"2016",9,10,26.5391666666667
"2016",10,10,28.72125
"2016",1,11,4.125
"2016",2,11,4.87083333333333
"2016",3,11,6.65833333333333
"2016",4,11,7.55416666666667
"2016",5,11,4.73291666666667
"2016",6,11,5.64833333333333
"2016",7,11,13.6666666666667
"2016",8,11,16.22375
"2016",9,11,24.9375
"2016",10,11,27.77375
"2016",1,12,4.2875
"2016",2,12,3.05
"2016",3,12,4.20416666666667
"2016",4,12,7.97083333333333
"2016",5,12,6.32166666666667
"2016",6,12,5.50291666666667
"2016",7,12,13.4166666666667
"2016",8,12,15.8429166666667
"2016",9,12,19.42875
"2016",10,12,16.6329166666667
"2016",1,13,3.41666666666667
"2016",2,13,6.42916666666667
"2016",3,13,5.52083333333333
"2016",4,13,8.19166666666667
"2016",5,13,6.29041666666667
"2016",6,13,6.36916666666667
"2016",7,13,13.9583333333333
"2016",8,13,9.37875
"2016",9,13,20.175
"2016",10,13,25.2075
"2016",1,14,3.08333333333333
"2016",2,14,7.47083333333333
"2016",3,14,5.4125
"2016",4,14,8.09166666666667
"2016",5,14,6.6752
"2016",6,14,9.22875
"2016",7,14,8.875
"2016",8,14,10.61375
"2016",9,14,20.86375
"2016",10,14,27.8279166666667
"2016",1,15,3.125
"2016",2,15,6.90833333333333
"2016",3,15,5.4625
"2016",4,15,4.95416666666667
"2016",5,15,2.67208333333333
"2016",6,15,9.02083333333333
"2016",7,15,8.95833333333333
"2016",8,15,11.2179166666667
"2016",9,15,20.4841666666667
"2016",10,15,26.3458333333333
"2016",1,16,2.56666666666667
"2016",2,16,6.67916666666667
"2016",3,16,5.34166666666667
"2016",4,16,8.01666666666667
"2016",5,16,6.19833333333333
"2016",6,16,7.89458333333333
"2016",7,16,14.2083333333333
"2016",8,16,13.4479166666667
"2016",9,16,19.7383333333333
"2016",10,16,21.7641666666667
"2016",1,17,3.1875
"2016",2,17,5.9625
"2016",3,17,5.82916666666667
"2016",4,17,5.90833333333333
"2016",5,17,5.99625
"2016",6,17,9.7925
"2016",7,17,14.2083333333333
"2016",8,17,11.6845833333333
"2016",9,17,21.1366666666667
"2016",10,17,11.9320833333333
"2016",1,18,0.470833333333333
"2016",2,18,6.7625
"2016",3,18,5.71666666666667
"2016",4,18,3.17083333333333
"2016",5,18,7.70916666666667
"2016",6,18,9.49083333333333
"2016",7,18,13.625
"2016",8,18,18.7595833333333
"2016",9,18,21.1966666666667
"2016",10,18,27.78875
"2016",1,19,3.98333333333333
"2016",2,19,6.74166666666667
"2016",3,19,6.175
"2016",4,19,7.9375
"2016",5,19,6.10416666666667
"2016",6,19,9.43041666666667
"2016",7,19,13.1958333333333
"2016",8,19,19.5620833333333
"2016",9,19,19.9066666666667
"2016",10,19,26.3104166666667
"2016",1,20,4.27083333333333
"2016",2,20,6.85
"2016",3,20,5.62916666666667
"2016",4,20,6.65416666666667
"2016",5,20,5.81625
"2016",6,20,10.66
"2016",7,20,13.37375
"2016",8,20,15.3070833333333
"2016",9,20,22.10875
"2016",10,20,26.24
"2016",1,21,6.3875
"2016",2,21,6.70416666666667
"2016",3,21,5.89166666666667
"2016",4,21,7.67916666666667
"2016",5,21,8.4675
"2016",6,21,10.9216666666667
"2016",7,21,13.12
"2016",8,21,18.78625
"2016",9,21,19.3258333333333
"2016",10,21,22.7995833333333
"2016",1,22,4.075
"2016",2,22,5.7
"2016",3,22,5.78333333333333
"2016",4,22,6.94166666666667
"2016",5,22,6.84333333333333
"2016",6,22,9.95833333333333
"2016",7,22,12.9833333333333
"2016",8,22,19.04
"2016",9,22,19.2554166666667
"2016",10,22,26.98625
"2016",1,23,5.27083333333333
"2016",2,23,5.20416666666667
"2016",3,23,8.3
"2016",4,23,2.5125
"2016",5,23,5.93875
"2016",6,23,9.70833333333333
"2016",7,23,14.5616666666667
"2016",8,23,19.4666666666667
"2016",9,23,21.8370833333333
"2016",10,23,25.6704166666667
"2016",1,24,5.49166666666667
"2016",2,24,4.24583333333333
"2016",3,24,9.27916666666667
"2016",4,24,1.47916666666667
"2016",5,24,5.86291666666667
"2016",6,24,7.375
"2016",7,24,13.2270833333333
"2016",8,24,19.5275
"2016",9,24,26.9608333333333
"2016",10,24,26.0625
"2016",1,25,4.35833333333333
"2016",2,25,5.9375
"2016",3,25,8.875
"2016",4,25,2.19166666666667
"2016",5,25,4.86958333333333
"2016",6,25,7.83333333333333
"2016",7,25,13.195
"2016",8,25,22.5370833333333
"2016",9,25,24.0545833333333
"2016",10,25,22.6829166666667
"2016",1,26,4.34583333333333
"2016",2,26,6.525
"2016",3,26,9.13333333333333
"2016",4,26,7.21666666666667
"2016",5,26,7.77916666666667
"2016",6,26,9.125
"2016",7,26,14.225
"2016",8,26,17.4395833333333
"2016",9,26,29.4225
"2016",10,26,31.215
"2016",1,27,4.74583333333333
"2016",2,27,6.69583333333333
"2016",3,27,9.13333333333333
"2016",4,27,5.11666666666667
"2016",5,27,3.3775
"2016",6,27,9.83333333333333
"2016",7,27,14.4033333333333
"2016",8,27,18.0075
"2016",9,27,29.2670833333333
"2016",10,27,26.39125
"2016",1,28,4.59583333333333
"2016",2,28,6.82083333333333
"2016",3,28,8.55416666666667
"2016",4,28,6.08333333333333
"2016",5,28,8.53958333333333
"2016",6,28,10.7058333333333
"2016",7,28,16.1266666666667
"2016",8,28,9.6275
"2016",9,28,26.0554166666667
"2016",10,28,26.0575
"2015",12,28,1.2875
"2016",1,29,5.29166666666667
"2016",2,29,6.56666666666667
"2016",3,29,6.74166666666667
"2016",4,29,6.17916666666667
"2016",5,29,1.58333333333333
"2016",6,29,5.81833333333333
"2016",7,29,17.4333333333333
"2016",8,29,23.3066666666667
"2016",9,29,25.5833333333333
"2016",10,29,26.6016666666667
"2015",12,29,3.47916666666667
"2016",1,30,5.14583333333333
"2016",3,30,7.10416666666667
"2016",4,30,6.4875
"2016",5,30,4.31541666666667
"2016",6,30,8.11416666666667
"2016",7,30,16.8854166666667
"2016",8,30,18.7304166666667
"2016",9,30,23.06875
"2016",10,30,27.44125
"2015",12,30,3.75416666666667
"2016",1,31,5.42083333333333
"2016",3,31,8.78333333333333
"2016",5,31,5.34583333333333
"2016",7,31,14.9229166666667
"2016",8,31,18.2920833333333
"2016",10,31,26.7866666666667
"2015",12,31,1.8625
