"Year","Month","Day","Generacion_MWh"
"2015",1,1,0.808333333333333
"2016",1,1,0.7875
"2015",2,1,0.8125
"2016",2,1,0.691666666666667
"2015",3,1,0.820833333333333
"2016",3,1,0.0708333333333333
"2015",4,1,0.7875
"2016",4,1,0.716666666666667
"2015",5,1,0.704166666666667
"2016",5,1,0.445833333333333
"2014",6,1,0.629166666666667
"2015",6,1,0.6125
"2016",6,1,0.2725
"2014",7,1,0.629166666666667
"2015",7,1,0.5875
"2016",7,1,0.290833333333333
"2014",8,1,0.675
"2015",8,1,0.691666666666667
"2016",8,1,0.662916666666667
"2014",9,1,0.220833333333333
"2015",9,1,0.7625
"2016",9,1,0.766666666666667
"2014",10,1,0.825
"2015",10,1,0.745833333333333
"2016",10,1,0.74875
"2014",11,1,0.6375
"2015",11,1,0.608333333333333
"2014",12,1,0.704166666666667
"2015",12,1,0.820833333333333
"2015",1,2,0.795833333333333
"2016",1,2,0.795833333333333
"2015",2,2,0.795833333333333
"2016",2,2,0.725
"2015",3,2,0.766666666666667
"2016",3,2,0.770833333333333
"2015",4,2,0.783333333333333
"2016",4,2,0.733333333333333
"2015",5,2,0.7
"2016",5,2,0.525
"2014",6,2,0.625
"2015",6,2,0.620833333333333
"2016",6,2,0.165
"2014",7,2,0.65
"2015",7,2,0.5875
"2016",7,2,0.465416666666667
"2014",8,2,0.679166666666667
"2015",8,2,0.6375
"2016",8,2,0.666666666666667
"2014",9,2,0.225
"2015",9,2,0.783333333333333
"2016",9,2,0.637916666666667
"2014",10,2,0.779166666666667
"2015",10,2,0.65
"2016",10,2,0.804166666666667
"2014",11,2,0.720833333333333
"2015",11,2,0.691666666666667
"2014",12,2,0.6375
"2015",12,2,0.804166666666667
"2015",1,3,0.8
"2016",1,3,0.745833333333333
"2015",2,3,0.670833333333333
"2016",2,3,0.691666666666667
"2015",3,3,0.758333333333333
"2016",3,3,0.75
"2015",4,3,0.791666666666667
"2016",4,3,0.3875
"2015",5,3,0.454166666666667
"2016",5,3,0
"2014",6,3,0.25
"2015",6,3,0.6125
"2016",6,3,0.145416666666667
"2014",7,3,0.654166666666667
"2015",7,3,0.5875
"2016",7,3,0.2425
"2014",8,3,0.645833333333333
"2015",8,3,0.391666666666667
"2016",8,3,0.682083333333333
"2014",9,3,0.725
"2015",9,3,0.783333333333333
"2016",9,3,0.78125
"2014",10,3,0.779166666666667
"2015",10,3,0.691666666666667
"2016",10,3,0.8075
"2014",11,3,0.6625
"2015",11,3,0.525
"2014",12,3,0.683333333333333
"2015",12,3,0.8125
"2015",1,4,0.8
"2016",1,4,0.554166666666667
"2015",2,4,0.65
"2016",2,4,0.7875
"2015",3,4,0.7625
"2016",3,4,0.779166666666667
"2015",4,4,0.725
"2016",4,4,0.391666666666667
"2015",5,4,0.454166666666667
"2016",5,4,0.479166666666667
"2014",6,4,0.075
"2015",6,4,0.6
"2016",6,4,0.215
"2014",7,4,0.1875
"2015",7,4,0.5875
"2016",7,4,0.515416666666667
"2014",8,4,0.670833333333333
"2015",8,4,0.533333333333333
"2016",8,4,0.69375
"2014",9,4,0.695833333333333
"2015",9,4,0.741666666666667
"2016",9,4,0.8075
"2014",10,4,0.325
"2015",10,4,0.816666666666667
"2016",10,4,0.814583333333333
"2014",11,4,0.616666666666667
"2015",11,4,0.858333333333333
"2014",12,4,0.7625
"2015",12,4,0.804166666666667
"2015",1,5,0.795833333333333
"2016",1,5,0.691666666666667
"2015",2,5,0.733333333333333
"2016",2,5,0.795833333333333
"2015",3,5,0.775
"2016",3,5,0.758333333333333
"2015",4,5,0.7875
"2016",4,5,0.191666666666667
"2015",5,5,0.6875
"2016",5,5,0.575
"2014",6,5,0.629166666666667
"2015",6,5,0.5625
"2016",6,5,0.294583333333333
"2014",7,5,0.641666666666667
"2015",7,5,0.275
"2016",7,5,0.613333333333333
"2014",8,5,0.679166666666667
"2015",8,5,0.1
"2016",8,5,0.32
"2014",9,5,0.754166666666667
"2015",9,5,0.7875
"2016",9,5,0.79625
"2014",10,5,0.845833333333333
"2015",10,5,0.816666666666667
"2016",10,5,0.8025
"2014",11,5,0.683333333333333
"2015",11,5,0.870833333333333
"2014",12,5,0.7375
"2015",12,5,0.808333333333333
"2015",1,6,0.741666666666667
"2016",1,6,0.7625
"2015",2,6,0.679166666666667
"2016",2,6,0.791666666666667
"2015",3,6,0.7375
"2016",3,6,0.729166666666667
"2015",4,6,0.7875
"2016",4,6,0.716666666666667
"2015",5,6,0.7125
"2016",5,6,0.283333333333333
"2014",6,6,0.633333333333333
"2015",6,6,0.6125
"2016",6,6,0.64
"2014",7,6,0.641666666666667
"2015",7,6,0.245833333333333
"2016",7,6,0.62
"2014",8,6,0.733333333333333
"2015",8,6,0.195833333333333
"2016",8,6,0.704166666666667
"2014",9,6,0.7375
"2015",9,6,0.591666666666667
"2016",9,6,0.715
"2014",10,6,0.725
"2015",10,6,0.604166666666667
"2016",10,6,0.788333333333333
"2014",11,6,0.708333333333333
"2015",11,6,0.841666666666667
"2014",12,6,0.758333333333333
"2015",12,6,0.8125
"2015",1,7,0.791666666666667
"2016",1,7,0
"2015",2,7,0.783333333333333
"2016",2,7,0.795833333333333
"2015",3,7,0.8
"2016",3,7,0.679166666666667
"2015",4,7,0.7875
"2016",4,7,0.6875
"2015",5,7,0.575
"2016",5,7,0.3125
"2014",6,7,0.516666666666667
"2015",6,7,0.625
"2016",6,7,0.609583333333333
"2014",7,7,0.558333333333333
"2015",7,7,0.6
"2016",7,7,0.62
"2014",8,7,0.741666666666667
"2015",8,7,0.475
"2016",8,7,0.67625
"2014",9,7,0.758333333333333
"2015",9,7,0.65
"2016",9,7,0.767083333333333
"2014",10,7,0.716666666666667
"2015",10,7,0.775
"2016",10,7,0.816666666666667
"2014",11,7,0.620833333333333
"2015",11,7,0.845833333333333
"2014",12,7,0.733333333333333
"2015",12,7,0.808333333333333
"2015",1,8,0.795833333333333
"2016",1,8,0.779166666666667
"2015",2,8,0.795833333333333
"2016",2,8,0.783333333333333
"2015",3,8,0.795833333333333
"2016",3,8,0.720833333333333
"2015",4,8,0.779166666666667
"2016",4,8,0.716666666666667
"2015",5,8,0.545833333333333
"2016",5,8,0.204166666666667
"2014",6,8,0.604166666666667
"2015",6,8,0.6125
"2016",6,8,0.600416666666667
"2014",7,8,0.629166666666667
"2015",7,8,0.591666666666667
"2016",7,8,0.566666666666667
"2014",8,8,0.683333333333333
"2015",8,8,0
"2016",8,8,0.690833333333333
"2014",9,8,0.7375
"2015",9,8,0.775
