"Year","Month","Day","Generacion_MWh"
"2015",1,1,0.00583333333333333
"2016",1,1,0.03
"2015",2,1,0.00666666666666667
"2016",2,1,0.0279166666666667
"2015",3,1,0.0308333333333333
"2016",3,1,0.0254166666666667
"2015",4,1,0.0241666666666667
"2016",4,1,0.00875
"2015",5,1,0.01875
"2016",5,1,0.005
"2014",6,1,0.00291666666666667
"2015",6,1,0.0025
"2016",6,1,0
"2014",7,1,0.00208333333333333
"2015",7,1,0.00416666666666667
"2016",7,1,0.00333333333333333
"2014",8,1,0.00375
"2015",8,1,0.00166666666666667
"2016",8,1,0.01625
"2014",9,1,0.000416666666666667
"2015",9,1,0.0216666666666667
"2016",9,1,0.0204166666666667
"2014",10,1,0.00583333333333333
"2015",10,1,0.0125
"2016",10,1,0.0220833333333333
"2014",11,1,0.00333333333333333
"2015",11,1,0.0308333333333333
"2014",12,1,0.00708333333333333
"2015",12,1,0.0204166666666667
"2015",1,2,0.0075
"2016",1,2,0.0233333333333333
"2015",2,2,0.00666666666666667
"2016",2,2,0.0279166666666667
"2015",3,2,0.0291666666666667
"2016",3,2,0.02875
"2015",4,2,0.0241666666666667
"2016",4,2,0.0129166666666667
"2015",5,2,0.01875
"2016",5,2,0.00625
"2014",6,2,0
"2015",6,2,0.00791666666666667
"2016",6,2,0
"2014",7,2,0.00208333333333333
"2015",7,2,0.00458333333333333
"2016",7,2,0.00333333333333333
"2014",8,2,0.0025
"2015",8,2,0.000833333333333333
"2016",8,2,0.01625
"2014",9,2,0
"2015",9,2,0.0220833333333333
"2016",9,2,0.0208333333333333
"2014",10,2,0.00625
"2015",10,2,0.0254166666666667
"2016",10,2,0.0270833333333333
"2014",11,2,0.00708333333333333
"2015",11,2,0.00416666666666667
"2014",12,2,0.00708333333333333
"2015",12,2,0.0325
"2015",1,3,0.0075
"2016",1,3,0.01875
"2015",2,3,0.00666666666666667
"2016",2,3,0.0279166666666667
"2015",3,3,0.03625
"2016",3,3,0.0204166666666667
"2015",4,3,0.0233333333333333
"2016",4,3,0.0075
"2015",5,3,0.01875
"2016",5,3,0.0183333333333333
"2014",6,3,0.00125
"2015",6,3,0.00875
"2016",6,3,0.000416666666666667
"2014",7,3,0.00208333333333333
"2015",7,3,0.0108333333333333
"2016",7,3,0.00333333333333333
"2014",8,3,0.00125
"2015",8,3,0.00875
"2016",8,3,0.01125
"2014",9,3,0.00208333333333333
"2015",9,3,0.0225
"2016",9,3,0.02
"2014",10,3,0.00541666666666667
"2015",10,3,0.0133333333333333
"2016",10,3,0.025
"2014",11,3,0.00708333333333333
"2015",11,3,0.0179166666666667
"2014",12,3,0.00708333333333333
"2015",12,3,0.0325
"2015",1,4,0.0075
"2016",1,4,0.01375
"2015",2,4,0.00666666666666667
"2016",2,4,0.0275
"2015",3,4,0.03625
"2016",3,4,0.0283333333333333
"2015",4,4,0.0241666666666667
"2016",4,4,0.01875
"2015",5,4,0.0170833333333333
"2016",5,4,0
"2014",6,4,0.00208333333333333
"2015",6,4,0.00375
"2016",6,4,0.0116666666666667
"2014",7,4,0.00208333333333333
"2015",7,4,0.00958333333333333
"2016",7,4,0.00416666666666667
"2014",8,4,0.00125
"2015",8,4,0.015
"2016",8,4,0.0166666666666667
"2014",9,4,0.00208333333333333
"2015",9,4,0.0220833333333333
"2016",9,4,0.0208333333333333
"2014",10,4,0.00333333333333333
"2015",10,4,0.00583333333333333
"2016",10,4,0.0258333333333333
"2014",11,4,0.00708333333333333
"2015",11,4,0.02
"2014",12,4,0.00708333333333333
"2015",12,4,0.0266666666666667
