"Year","Month","Day","Generacion_MWh"
"2015",1,1,0.660416666666667
"2016",1,1,0.574166666666667
"2015",2,1,0.635
"2016",2,1,0.630833333333333
"2015",3,1,0.63375
"2016",3,1,0.621666666666667
"2015",4,1,0.611666666666667
"2016",4,1,0.364583333333333
"2015",5,1,0.48875
"2016",5,1,0.219166666666667
"2015",6,1,0.454583333333333
"2016",6,1,0.252916666666667
"2015",7,1,0.45625
"2016",7,1,0.179583333333333
"2014",8,1,0.545833333333333
"2015",8,1,0.433333333333333
"2016",8,1,0.529583333333333
"2014",9,1,0.175833333333333
"2015",9,1,0.57
"2016",9,1,0.608333333333333
"2014",10,1,0.655416666666667
"2015",10,1,0.562916666666667
"2016",10,1,0.630833333333333
"2014",11,1,0.2175
"2015",11,1,0.580833333333333
"2014",12,1,0.674583333333333
"2015",12,1,0.632916666666667
"2015",1,2,0.653333333333333
"2016",1,2,0.605
"2015",2,2,0.63125
"2016",2,2,0.632916666666667
"2015",3,2,0.595
"2016",3,2,0.6175
"2015",4,2,0.615
"2016",4,2,0.575833333333333
"2015",5,2,0.354583333333333
"2016",5,2,0.0354166666666667
"2015",6,2,0.426666666666667
"2016",6,2,0.0520833333333333
"2015",7,2,0.46875
"2016",7,2,0.22
"2014",8,2,0.141666666666667
"2015",8,2,0.12875
"2016",8,2,0.528333333333333
"2014",9,2,0.0666666666666667
"2015",9,2,0.611666666666667
"2016",9,2,0.616666666666667
"2014",10,2,0.644583333333333
"2015",10,2,0.641666666666667
"2016",10,2,0.62125
"2014",11,2,0.58875
"2015",11,2,0.300833333333333
"2014",12,2,0.66375
"2015",12,2,0.637916666666667
"2015",1,3,0.655833333333333
"2016",1,3,0.489583333333333
"2015",2,3,0.635416666666667
"2016",2,3,0.629166666666667
"2015",3,3,0.614166666666667
"2016",3,3,0.438333333333333
"2015",4,3,0.616666666666667
"2016",4,3,0.248333333333333
"2015",5,3,0.550416666666667
"2016",5,3,0.445
"2015",6,3,0.47
"2016",6,3,0.00291666666666667
"2015",7,3,0.491666666666667
"2016",7,3,0.110833333333333
"2014",8,3,0.495833333333333
"2015",8,3,0.171666666666667
"2016",8,3,0.51125
"2014",9,3,0.412083333333333
"2015",9,3,0.6
"2016",9,3,0.614166666666667
"2014",10,3,0.524583333333333
"2015",10,3,0.408333333333333
"2016",10,3,0.610833333333333
"2014",11,3,0.69125
"2015",11,3,0.514166666666667
"2014",12,3,0.650833333333333
"2015",12,3,0.46
"2015",1,4,0.647083333333333
"2016",1,4,0.365416666666667
"2015",2,4,0.6375
"2016",2,4,0.634166666666667
"2015",3,4,0.623333333333333
"2016",3,4,0.590833333333333
"2015",4,4,0.617083333333333
"2016",4,4,0.3825
"2015",5,4,0.52
"2016",5,4,0.02
"2015",6,4,0.322083333333333
"2016",6,4,0.2475
"2015",7,4,0.48625
"2016",7,4,0.48125
"2014",8,4,0.358333333333333
"2015",8,4,0.3025
"2016",8,4,0.53
"2014",9,4,0.52
"2015",9,4,0.601666666666667
"2016",9,4,0.61875
"2014",10,4,0.68375
"2015",10,4,0.486666666666667
"2016",10,4,0.630833333333333
"2014",11,4,0.6775
"2015",11,4,0.636666666666667
"2014",12,4,0.674583333333333
"2015",12,4,0.373333333333333
"2015",1,5,0.643333333333333
"2016",1,5,0.355
"2015",2,5,0.6325
"2016",2,5,0.53125
"2015",3,5,0.615
"2016",3,5,0.610833333333333
"2015",4,5,0.614583333333333
"2016",4,5,0.0941666666666667
"2015",5,5,0.541666666666667
"2016",5,5,0.315833333333333
"2015",6,5,0.491666666666667
"2016",6,5,0.482083333333333
"2015",7,5,0.0866666666666667
"2016",7,5,0.322916666666667
"2014",8,5,0.329166666666667
"2015",8,5,0.0445833333333333
"2016",8,5,0.5325
"2014",9,5,0.35375
"2015",9,5,0.607083333333333
"2016",9,5,0.549583333333333
"2014",10,5,0.678333333333333
"2015",10,5,0.46625
"2016",10,5,0.62875
"2014",11,5,0.675
"2015",11,5,0.672916666666667
"2014",12,5,0.6625
"2015",12,5,0.00458333333333333
"2015",1,6,0.57125
"2016",1,6,0.394583333333333
"2015",2,6,0.63
"2016",2,6,0.645416666666667
"2015",3,6,0.61875
"2016",3,6,0.429583333333333
"2015",4,6,0.615416666666667
"2016",4,6,0.60125
"2015",5,6,0.472916666666667
"2016",5,6,0.149583333333333
"2015",6,6,0.487916666666667
"2016",6,6,0.490416666666667
"2015",7,6,0.120833333333333
"2016",7,6,0.474583333333333
"2014",8,6,0.291666666666667
"2015",8,6,0.0204166666666667
"2016",8,6,0.537916666666667
"2014",9,6,0.47875
"2015",9,6,0.4075
"2016",9,6,0.573333333333333
"2014",10,6,0.6675
"2015",10,6,0.442083333333333
"2016",10,6,0.577083333333333
"2014",11,6,0.67625
"2015",11,6,0.672916666666667
"2014",12,6,0.6725
"2015",12,6,0.615833333333333
"2015",1,7,0.63125
"2016",1,7,0.0691666666666667
"2015",2,7,0.625833333333333
"2016",2,7,0.647916666666667
"2015",3,7,0.612916666666667
"2016",3,7,0.52
"2015",4,7,0.529166666666667
"2016",4,7,0.575833333333333
"2015",5,7,0.385833333333333
"2016",5,7,0.363333333333333
"2015",6,7,0.48875
"2016",6,7,0.482916666666667
"2015",7,7,0.45875
"2016",7,7,0.429166666666667
"2014",8,7,0.4125
"2015",8,7,0.1325
"2016",8,7,0.245416666666667
"2014",9,7,0.5675
"2015",9,7,0.343333333333333
"2016",9,7,0.58875
"2014",10,7,0.67125
"2015",10,7,0.62
"2016",10,7,0.626666666666667
"2014",11,7,0.68125
"2015",11,7,0.667916666666667
"2014",12,7,0.654583333333333
"2015",12,7,0.62625
"2015",1,8,0.64625
"2016",1,8,0.510416666666667
"2015",2,8,0.629583333333333
"2016",2,8,0.644166666666667
"2015",3,8,0.605416666666667
"2016",3,8,0.6125
"2015",4,8,0.597916666666667
"2016",4,8,0.597916666666667
"2015",5,8,0.319583333333333
"2016",5,8,0.165
"2015",6,8,0.485416666666667
"2016",6,8,0.48125
"2015",7,8,0.4025
"2016",7,8,0.413333333333333
"2014",8,8,0.416666666666667
"2015",8,8,0.0170833333333333
"2016",8,8,0.534583333333333
"2014",9,8,0.541666666666667
"2015",9,8,0.535833333333333
"2016",9,8,0.581666666666667
"2014",10,8,0.66125
"2015",10,8,0.239583333333333
"2016",10,8,0.527083333333333
"2014",11,8,0.6725
"2015",11,8,0.579166666666667
"2014",12,8,0.662916666666667
"2015",12,8,0.493333333333333
"2015",1,9,0.642083333333333
"2016",1,9,0.625416666666667
"2015",2,9,0.580833333333333
"2016",2,9,0.637916666666667
"2015",3,9,0.58875
"2016",3,9,0.600416666666667
"2015",4,9,0.598333333333333
"2016",4,9,0.602916666666667
"2015",5,9,0.438333333333333
"2016",5,9,0.319166666666667
"2015",6,9,0.4775
"2016",6,9,0.209166666666667
"2015",7,9,0.217083333333333
"2016",7,9,0.307083333333333
"2014",8,9,0.404166666666667
"2015",8,9,0.16875
"2016",8,9,0.533333333333333
"2014",9,9,0.515
"2015",9,9,0.09125
"2016",9,9,0.58375
"2014",10,9,0.67375
"2015",10,9,0.590416666666667
"2016",10,9,0.620833333333333
"2014",11,9,0.669166666666667
"2015",11,9,0.660416666666667
"2014",12,9,0.667083333333333
"2015",12,9,0.460416666666667
"2015",1,10,0.645
"2016",1,10,0.619583333333333
"2015",2,10,0.620833333333333
"2016",2,10,0.6425
"2015",3,10,0.590416666666667
"2016",3,10,0.601666666666667
"2015",4,10,0.57125
"2016",4,10,0.527083333333333
"2015",5,10,0.527083333333333
"2016",5,10,0.01125
