"id","nombre","año","mes","día","hour","minute","sube","baja","queda","descrp"
"9","san andres","2016","04","30","11","18","","","22.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"19","luz del norte","2016","04","30","11","18","","2.0","66.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  202 MVA a 28 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","04","30","11","51","","","10.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"9","san andres","2016","04","30","11","51","","","22.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"19","luz del norte","2016","04","30","11","51","","2.0","64.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  194 MVA a 29 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","04","30","13","8","","","13.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"9","san andres","2016","04","30","13","8","","1.0","21.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  187 MVA a 30 °C con Sol  flujo N>S. "
"19","luz del norte","2016","04","30","13","8","","2.0","62.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  187 MVA a 30 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","04","30","16","35","","","13.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"9","san andres","2016","04","30","16","35","","","21.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"19","luz del norte","2016","04","30","16","35","","","62.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"8","diego de almagro","2016","04","30","17","30","2.0","","15.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  216 MVA a 26 °C con Sol  flujo N>S. "
"9","san andres","2016","04","30","17","30","2.0","","23.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  216 MVA a 26 °C con Sol  flujo N>S. "
"19","luz del norte","2016","04","30","17","30","4.0","","66.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  216 MVA a 26 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","01","10","1","","","9.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"19","luz del norte","2016","05","01","10","1","","1.0","83.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  241 MVA a 22 °C con Sol  flujo N>S. "
"9","san andres","2016","05","01","10","1","","","16.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"8","diego de almagro","2016","05","01","10","14","","","11.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"19","luz del norte","2016","05","01","10","14","","1.0","82.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  241 MVA a 22 °C con Sol  flujo N>S. "
"9","san andres","2016","05","01","10","14","","","18.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"17","carrea pinto","2016","05","01","10","20","","","0.0","Central sin variación por Línea 220 kV San Andrés - Cardones."
"8","diego de almagro","2016","05","01","10","20","","","11.0","Central sin variación por Línea 220 kV San Andrés - Cardones."
"19","luz del norte","2016","05","01","10","20","","2.0","80.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  241 MVA a 22 °C con Sol  flujo N>S. "
"9","san andres","2016","05","01","10","20","","","18.0","Central sin variación por Línea 220 kV San Andrés - Cardones."
"8","diego de almagro","2016","05","01","10","37","","","11.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"19","luz del norte","2016","05","01","10","37","","1.0","79.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  241 MVA a 24 °C con Sol  flujo N>S. "
"9","san andres","2016","05","01","10","37","","","20.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"8","diego de almagro","2016","05","01","10","49","","","13.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"19","luz del norte","2016","05","01","10","49","","2.0","77.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  229 MVA a 24 °C con Sol  flujo N>S. "
"9","san andres","2016","05","01","10","49","","","24.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"8","diego de almagro","2016","05","01","12","22","","","19.0","Central sin variación por Línea 220 kV C. Pinto - San Andrés"
"19","luz del norte","2016","05","01","12","22","","1.0","76.0","Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  216 MVA a 26 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","01","13","5","","1.0","19.0","Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  216 MVA a 26 °C con Sol  flujo N>S. "
"19","luz del norte","2016","05","01","13","5","","1.0","75.0","Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  216 MVA a 26 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","01","14","31","","1.0","18.0","Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  202 MVA a 28 °C con Sol  flujo N>S. "
"19","luz del norte","2016","05","01","14","31","","2.0","73.0","Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  202 MVA a 28 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","01","15","13","","1.0","15.0","Redistribución de Potencia PE Taltal mayor afluente eólico. -15 MW"
"19","luz del norte","2016","05","01","15","13","","4.0","68.0","Redistribución de Potencia PE Taltal mayor afluente eólico. -15 MW"
"8","diego de almagro","2016","05","01","16","55","1.0","","16.0","Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  216 MVA a 26 °C con Sol  flujo N>S. "
"19","luz del norte","2016","05","01","16","55","1.0","","70.0","Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  216 MVA a 26 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","02","11","9","","","13.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"19","luz del norte","2016","05","02","11","9","","1.0","72.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  247 MVA a 21 °C con Sol  flujo N>S. "
"9","san andres","2016","05","02","11","9","","","27.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"8","diego de almagro","2016","05","02","13","1","","","16.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"19","luz del norte","2016","05","02","13","1","","1.0","71.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  229 MVA a 24 °C con Sol  flujo N>S. C.PFV.San Andrés con trabajos NM4668"
"8","diego de almagro","2016","05","02","14","45","","1.0","15.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  216 MVA a 26 °C con Sol  flujo N>S. C.PFV.San Andrés con trabajos NM4668"
"19","luz del norte","2016","05","02","14","45","","3.0","68.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  216 MVA a 26 °C con Sol  flujo N>S. C.PFV.San Andrés con trabajos NM4668"
"8","diego de almagro","2016","05","02","15","15","","1.0","15.0","Redistribución de Potencia PE Taltal mayor afuente eólico 20 MW"
"19","luz del norte","2016","05","02","15","15","","4.0","66.0","Redistribución de Potencia PE Taltal mayor afuente eólico 20 MW"
"8","diego de almagro","2016","05","02","15","39","6.0","","20.0","Redistribución de Potencia PFV San Andres y Luz del Norte menor recurso fotovoltaico. 40 MW"
"19","luz del norte","2016","05","02","15","39","","40.0","31.0","Redistribución de Potencia PFV San Andres y Luz del Norte menor recurso fotovoltaico. 40 MW"
"8","diego de almagro","2016","05","02","16","8","","3.0","17.0","Redistribución de Potencia PFV San Andres y Luz del Norte mayor recurso fotovoltaico. -30 MW"
"19","luz del norte","2016","05","02","16","8","30.0","","66.0","Redistribución de Potencia PFV San Andres y Luz del Norte mayor recurso fotovoltaico. -30 MW"
"8","diego de almagro","2016","05","02","16","20","","2.0","15.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  209 MVA a 27 °C con Sol  flujo N>S. "
"19","luz del norte","2016","05","02","16","20","","3.0","63.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  209 MVA a 27 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","03","13","29","","1.0","15.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  209 MVA a 27 °C con Sol  flujo N>S. "
"19","luz del norte","2016","05","03","13","29","","","62.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"9","san andres","2016","05","03","13","29","","4.0","24.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  209 MVA a 27 °C con Sol  flujo N>S. "
"17","carrea pinto","2016","05","03","13","43","","","7.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"8","diego de almagro","2016","05","03","13","43","","","15.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"19","luz del norte","2016","05","03","13","43","","","62.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"9","san andres","2016","05","03","13","43","","","24.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"17","carrea pinto","2016","05","03","13","46","","0.0","7.0","Redistribución de Potencia Menor nubosidad C. PFV Luz del Norte -10 MW"
"8","diego de almagro","2016","05","03","13","46","","0.0","15.0","Redistribución de Potencia Menor nubosidad C. PFV Luz del Norte -10 MW"
"19","luz del norte","2016","05","03","13","46","10.0","","71.0","Redistribución de Potencia Menor nubosidad C. PFV Luz del Norte -10 MW"
"9","san andres","2016","05","03","13","46","","1.0","23.0","Redistribución de Potencia Menor nubosidad C. PFV Luz del Norte -10 MW"
"17","carrea pinto","2016","05","03","17","28","","0.0","7.0","Redistribución de Potencia PE Taltal mayor afluente eólico.  MW"
"8","diego de almagro","2016","05","03","17","28","","0.0","15.0","Redistribución de Potencia PE Taltal mayor afluente eólico.  MW"
"19","luz del norte","2016","05","03","17","28","","0.0","71.0","Redistribución de Potencia PE Taltal mayor afluente eólico.  MW"
"9","san andres","2016","05","03","17","28","35.0","0.0","40.0","Redistribución de Potencia PE Taltal mayor afluente eólico.  MW"
"17","carrea pinto","2016","05","04","11","3","","1.0","16.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","04","11","3","","","12.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"19","luz del norte","2016","05","04","11","3","","1.0","75.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
"9","san andres","2016","05","04","11","3","","","25.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"17","carrea pinto","2016","05","04","11","59","","1.0","15.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","04","11","59","","","15.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"19","luz del norte","2016","05","04","11","59","","1.0","74.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
"9","san andres","2016","05","04","11","59","","1.0","27.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
"17","carrea pinto","2016","05","04","12","54","","1.0","14.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","04","12","54","","","17.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"19","luz del norte","2016","05","04","12","54","","1.0","73.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
"9","san andres","2016","05","04","12","54","","","27.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"17","carrea pinto","2016","05","04","13","35","","1.0","13.0","Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  216 MVA a 26 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","04","13","35","","","17.0","Central sin variación por Línea 220 kV C. Pinto - San Andrés"
"19","luz del norte","2016","05","04","13","35","","1.0","72.0","Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  216 MVA a 26 °C con Sol  flujo N>S. "
"17","carrea pinto","2016","05","04","13","44","","1.0","12.0","Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  216 MVA a 26 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","04","13","44","","","17.0","Central sin variación por Línea 220 kV C. Pinto - San Andrés"
"19","luz del norte","2016","05","04","13","44","","1.0","71.0","Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  216 MVA a 26 °C con Sol  flujo N>S. "
"17","carrea pinto","2016","05","04","15","39","","2.0","10.0","Redistribución de Potencia PE Taltal mayor afluente eólico.  MW"
"8","diego de almagro","2016","05","04","15","39","","1.0","16.0","Redistribución de Potencia PE Taltal mayor afluente eólico.  MW"
"19","luz del norte","2016","05","04","15","39","","2.0","69.0","Redistribución de Potencia PE Taltal mayor afluente eólico.  MW"
"17","carrea pinto","2016","05","04","15","49","","1.0","9.0","Redistribución de Potencia PE Taltal mayor afluente eólico.  MW"
"8","diego de almagro","2016","05","04","15","49","","1.0","15.0","Redistribución de Potencia PE Taltal mayor afluente eólico.  MW"
"19","luz del norte","2016","05","04","15","49","","4.0","65.0","Redistribución de Potencia PE Taltal mayor afluente eólico.  MW"
"17","carrea pinto","2016","05","04","16","35","1.0","","11.0","Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  222 MVA a 25 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","04","16","35","1.0","","17.0","Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  222 MVA a 25 °C con Sol  flujo N>S. "
"19","luz del norte","2016","05","04","16","35","5.0","","75.0","Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  222 MVA a 25 °C con Sol  flujo N>S. "
"17","carrea pinto","2016","05","04","16","58","2.0","","13.0","Redistribución de Potencia PFV Luz del Norte menor radiación Solar. 35 MW"
"8","diego de almagro","2016","05","04","16","58","4.0","","21.0","Redistribución de Potencia PFV Luz del Norte menor radiación Solar. 35 MW"
"19","luz del norte","2016","05","04","16","58","","35.0","40.0","Redistribución de Potencia PFV Luz del Norte menor radiación Solar. 35 MW"
"17","carrea pinto","2016","05","05","10","29","","1.0","15.0","Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  259 MVA a 19 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","05","10","29","","1.0","20.0","Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  259 MVA a 19 °C con Sol  flujo N>S. "
"19","luz del norte","2016","05","05","10","29","","4.0","88.0","Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  259 MVA a 19 °C con Sol  flujo N>S. "
"17","carrea pinto","2016","05","05","10","42","","2.0","13.0","Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  253 MVA a 20 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","05","10","42","","1.0","19.0","Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  253 MVA a 20 °C con Sol  flujo N>S. "
"19","luz del norte","2016","05","05","10","42","","6.0","82.0","Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  253 MVA a 20 °C con Sol  flujo N>S. "
"17","carrea pinto","2016","05","05","11","23","","2.0","11.0","Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  247 MVA a 21 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","05","11","23","","2.0","17.0","Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  247 MVA a 21 °C con Sol  flujo N>S. "
"19","luz del norte","2016","05","05","11","23","","8.0","74.0","Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  247 MVA a 21 °C con Sol  flujo N>S. "
"17","carrea pinto","2016","05","05","12","5","","1.0","10.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  259 MVA a 19 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","05","12","5","","1.0","16.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  259 MVA a 19 °C con Sol  flujo N>S. "
"19","luz del norte","2016","05","05","12","5","","4.0","70.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  259 MVA a 19 °C con Sol  flujo N>S. "
"9","san andres","2016","05","05","12","5","","3.0","26.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  259 MVA a 19 °C con Sol  flujo N>S. "
"17","carrea pinto","2016","05","05","13","46","","1.0","9.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  241 MVA a 22 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","05","13","46","","1.0","15.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  241 MVA a 22 °C con Sol  flujo N>S. "
"19","luz del norte","2016","05","05","13","46","","4.0","66.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  241 MVA a 22 °C con Sol  flujo N>S. "
"9","san andres","2016","05","05","13","46","","2.0","24.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  241 MVA a 22 °C con Sol  flujo N>S. "
"17","carrea pinto","2016","05","05","14","25","","","9.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"8","diego de almagro","2016","05","05","14","25","","1.0","14.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  229 MVA a 24 °C con Sol  flujo N>S. "
"19","luz del norte","2016","05","05","14","25","","3.0","63.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  229 MVA a 24 °C con Sol  flujo N>S. "
"9","san andres","2016","05","05","14","25","","1.0","23.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  229 MVA a 24 °C con Sol  flujo N>S. "
"17","carrea pinto","2016","05","05","15","15","","0.0","9.0","Redistribución de Potencia PE Taltal menor afluente eólico. 5 MW"
"8","diego de almagro","2016","05","05","15","15","1.0","","15.0","Redistribución de Potencia PE Taltal menor afluente eólico. 5 MW"
"19","luz del norte","2016","05","05","15","15","1.0","","64.0","Redistribución de Potencia PE Taltal menor afluente eólico. 5 MW"
"9","san andres","2016","05","05","15","15","","0.0","23.0","Redistribución de Potencia PE Taltal menor afluente eólico. 5 MW"
"17","carrea pinto","2016","05","05","15","37","1.0","","10.0","Redistribución de Potencia PE Taltal menor afluente eólico. 14 MW"
"8","diego de almagro","2016","05","05","15","37","1.0","","16.0","Redistribución de Potencia PE Taltal menor afluente eólico. 14 MW"
"19","luz del norte","2016","05","05","15","37","4.0","","69.0","Redistribución de Potencia PE Taltal menor afluente eólico. 14 MW"
"9","san andres","2016","05","05","15","37","1.0","","25.0","Redistribución de Potencia PE Taltal menor afluente eólico. 14 MW"
"17","carrea pinto","2016","05","05","15","54","","","10.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"8","diego de almagro","2016","05","05","15","54","","1.0","15.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  229 MVA a 24 °C con Sol  flujo N>S. "
"19","luz del norte","2016","05","05","15","54","","3.0","66.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  229 MVA a 24 °C con Sol  flujo N>S. "
"9","san andres","2016","05","05","15","54","","1.0","24.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  229 MVA a 24 °C con Sol  flujo N>S. "
"17","carrea pinto","2016","05","05","16","8","1.0","","11.0","Redistribución de Potencia  14 MW"
"8","diego de almagro","2016","05","05","16","8","1.0","","16.0","Redistribución de Potencia  14 MW"
"19","luz del norte","2016","05","05","16","8","5.0","","71.0","Redistribución de Potencia  14 MW"
"9","san andres","2016","05","05","16","8","1.0","","25.0","Redistribución de Potencia  14 MW"
"17","carrea pinto","2016","05","05","16","15","1.0","","11.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  229 MVA a 24 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","05","16","15","2.0","","18.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  229 MVA a 24 °C con Sol  flujo N>S. "
"19","luz del norte","2016","05","05","16","15","9.0","","78.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  229 MVA a 24 °C con Sol  flujo N>S. "
"9","san andres","2016","05","05","16","15","3.0","","28.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  229 MVA a 24 °C con Sol  flujo N>S. "
"17","carrea pinto","2016","05","05","16","41","","","12.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"8","diego de almagro","2016","05","05","16","41","","","18.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"19","luz del norte","2016","05","05","16","41","2.0","","82.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  241 MVA a 22 °C con Sol  flujo N>S. "
"9","san andres","2016","05","05","16","41","1.0","","29.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  241 MVA a 22 °C con Sol  flujo N>S. "
"17","carrea pinto","2016","05","11","11","36","","3.0","12.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  270 MVA a 17 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","11","11","36","","1.0","10.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  270 MVA a 17 °C con Sol  flujo N>S. "
"19","luz del norte","2016","05","11","11","36","","8.0","75.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  270 MVA a 17 °C con Sol  flujo N>S. "
"9","san andres","2016","05","11","11","36","","2.0","23.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  270 MVA a 17 °C con Sol  flujo N>S. "
"17","carrea pinto","2016","05","11","12","14","","1.0","11.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  270 MVA a 17 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","11","12","14","","","10.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"19","luz del norte","2016","05","11","12","14","","","75.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"9","san andres","2016","05","11","12","14","","","23.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"17","carrea pinto","2016","05","11","13","33","","1.0","10.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  259 MVA a 19 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","11","13","33","","","10.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"19","luz del norte","2016","05","11","13","33","","3.0","72.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  259 MVA a 19 °C con Sol  flujo N>S. "
"9","san andres","2016","05","11","13","33","","1.0","22.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  259 MVA a 19 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","11","15","2","","10.0","0.0","Salida Intempestiva por Falla  según IF xx/2016"
"8","diego de almagro","2016","05","11","15","32","5.0","","5.0","Sincronizada"
"17","carrea pinto","2016","05","11","16","17","3.0","","13.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","11","16","17","","","10.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"19","luz del norte","2016","05","11","16","17","","","72.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"9","san andres","2016","05","11","16","17","10.0","","32.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
"17","carrea pinto","2016","05","12","9","38","","5.0","15.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","12","9","38","","","24.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"19","luz del norte","2016","05","12","9","38","","1.0","79.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
"9","san andres","2016","05","12","9","38","","","35.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"17","carrea pinto","2016","05","12","9","46","","1.0","14.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","12","9","46","","1.0","23.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
"19","luz del norte","2016","05","12","9","46","","","79.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"9","san andres","2016","05","12","9","46","","","35.0","Central sin variación por Línea 220 kV San Andrés - Cardones"
"17","carrea pinto","2016","05","12","9","52","","1.0","13.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","12","9","52","","2.0","21.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
"19","luz del norte","2016","05","12","9","52","","3.0","76.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
"9","san andres","2016","05","12","9","52","","2.0","33.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
"17","carrea pinto","2016","05","12","9","58","","1.0","12.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","12","9","58","","2.0","19.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
"19","luz del norte","2016","05","12","9","58","","5.0","69.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
"9","san andres","2016","05","12","9","58","","3.0","30.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
"17","carrea pinto","2016","05","12","10","3","","1.0","11.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  247 MVA a 21 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","12","10","3","","2.0","17.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  247 MVA a 21 °C con Sol  flujo N>S. "
"19","luz del norte","2016","05","12","10","3","","6.0","63.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  247 MVA a 21 °C con Sol  flujo N>S. "
"9","san andres","2016","05","12","10","3","","2.0","28.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  247 MVA a 21 °C con Sol  flujo N>S. "
"17","carrea pinto","2016","05","12","10","46","","1.0","10.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  241 MVA a 22 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","12","10","46","","1.0","16.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  241 MVA a 22 °C con Sol  flujo N>S. "
"19","luz del norte","2016","05","12","10","46","","4.0","59.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  241 MVA a 22 °C con Sol  flujo N>S. "
"9","san andres","2016","05","12","10","46","","2.0","26.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  241 MVA a 22 °C con Sol  flujo N>S. "
"17","carrea pinto","2016","05","12","11","26","","1.0","9.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  235 MVA a 23 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","12","11","26","","2.0","14.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  235 MVA a 23 °C con Sol  flujo N>S. "
"19","luz del norte","2016","05","12","11","26","","6.0","53.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  235 MVA a 23 °C con Sol  flujo N>S. "
"9","san andres","2016","05","12","11","26","","3.0","23.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  235 MVA a 23 °C con Sol  flujo N>S. "
"17","carrea pinto","2016","05","12","15","17","","1.0","8.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  209 MVA a 27 °C con Sol  flujo N>S. "
"8","diego de almagro","2016","05","12","15","17","","2.0","12.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  209 MVA a 27 °C con Sol  flujo N>S. "
"19","luz del norte","2016","05","12","15","17","","6.0","47.0","Prorrata por Control TX Línea 220 kV San Andrés - Cardones  209 MVA a 27 °C con Sol  flujo N>S. "
