"hour","day","month","dir"
1,1,1,0
2,1,1,0
3,1,1,0
4,1,1,0
5,1,1,0
6,1,1,0.0793899844090144
7,1,1,72.1271545688311
8,1,1,264.482603245311
9,1,1,494.414844618903
10,1,1,722.068516201443
11,1,1,894.165908813477
12,1,1,1011.75242275662
13,1,1,1065.3704477946
14,1,1,1050.74446190728
15,1,1,969.048240661621
16,1,1,802.437181260851
17,1,1,635.528817070855
18,1,1,412.621770646837
19,1,1,184.122203614977
20,1,1,20.1051958302657
21,1,1,0
22,1,1,0
23,1,1,0
24,1,1,0
1,2,1,0
2,2,1,0
3,2,1,0
4,2,1,0
5,2,1,0
6,2,1,0.0577598878492912
7,2,1,70.2338138156467
8,2,1,277.482190873888
9,2,1,507.892498016357
10,2,1,720.09772406684
11,2,1,892.704931471083
12,2,1,1010.85648006863
13,2,1,1065.05439588759
14,2,1,1050.97538672553
15,2,1,969.75250837538
16,2,1,827.809930589464
17,2,1,636.831504821777
18,2,1,413.984758589003
19,2,1,185.29892539978
20,2,1,20.4912522832553
21,2,1,0
22,2,1,0
23,2,1,0
24,2,1,0
1,3,1,0
2,3,1,0
3,3,1,0
4,3,1,0
5,3,1,0
6,3,1,0.0364019320242935
7,3,1,58.0734566516346
8,3,1,247.571638504664
9,3,1,487.622915029526
10,3,1,717.71996222602
11,3,1,890.688867357042
12,3,1,1009.28516896566
13,3,1,1063.95217556424
14,3,1,1050.34366268582
15,3,1,969.544481913249
16,3,1,827.956584506565
17,3,1,637.233031378852
18,3,1,414.529237535265
19,3,1,178.055599411329
20,3,1,19.3681299206283
21,3,1,0
22,3,1,0
23,3,1,0
24,3,1,0
1,4,1,0
2,4,1,0
3,4,1,0
4,4,1,0
5,4,1,0
6,4,1,0.0139061841699812
7,4,1,61.3521712116069
8,4,1,250.654410322507
9,4,1,485.453310860528
10,4,1,714.803837246365
11,4,1,888.103224860297
12,4,1,1007.14243570964
13,4,1,1062.29813639323
14,4,1,1049.20735253228
15,4,1,968.903703477648
16,4,1,827.76106262207
17,4,1,637.401189168294
18,4,1,414.948829227024
19,4,1,186.366501384311
20,4,1,20.9267572793696
21,4,1,0
22,4,1,0
23,4,1,0
24,4,1,0
1,5,1,0
2,5,1,0
3,5,1,0
4,5,1,0
5,5,1,0
6,5,1,7.01723717308293e-05
7,5,1,59.2616674237781
8,5,1,263.481251544423
9,5,1,498.576227400038
10,5,1,711.265235053168
11,5,1,884.829564412435
12,5,1,1004.25845167372
13,5,1,1059.85750325521
14,5,1,1031.90860621134
15,5,1,959.735930124919
16,5,1,826.642252604167
17,5,1,621.471837785509
18,5,1,414.405779096815
19,5,1,179.353540175491
20,5,1,20.8892338971297
21,5,1,0
22,5,1,0
23,5,1,0
24,5,1,0
1,6,1,0
2,6,1,0
3,6,1,0
4,6,1,0
5,6,1,0
6,6,1,0
7,6,1,57.096767247551
8,6,1,244.121375719706
9,6,1,458.260398679309
10,6,1,693.083281940884
11,6,1,881.589559766981
12,6,1,1001.51687198215
13,6,1,1057.65327284071
14,6,1,1045.5715959337
15,6,1,966.20277150472
16,6,1,825.87005021837
17,6,1,636.136339823405
18,6,1,414.131437089708
19,6,1,185.901892873976
20,6,1,20.8828002346887
21,6,1,0
22,6,1,0
23,6,1,0
24,6,1,0
1,7,1,0
2,7,1,0
3,7,1,0
4,7,1,0
5,7,1,0
6,7,1,0
7,7,1,59.5687393446763
8,7,1,261.364472283257
9,7,1,491.368625217014
10,7,1,704.642727322049
11,7,1,879.124103122287
12,7,1,999.629939609104
13,7,1,1056.35993872748
14,7,1,1044.80047098796
15,7,1,965.843957689073
16,7,1,825.788224962023
17,7,1,636.173000759549
18,7,1,414.142604827881
19,7,1,185.826924429999
20,7,1,20.8663278023402
21,7,1,0
22,7,1,0
23,7,1,0
24,7,1,0
1,8,1,0
2,8,1,0
3,8,1,0
4,8,1,0
5,8,1,0
6,8,1,0
7,8,1,53.2368026384049
8,8,1,237.786640316248
9,8,1,451.3854774038
10,8,1,662.204908635881
11,8,1,878.360246446398
12,8,1,999.621535407172
13,8,1,1057.06219821506
14,8,1,1046.06379614936
15,8,1,967.497961256239
16,8,1,827.629436069065
17,8,1,637.970772637261
18,8,1,415.659243689643
19,8,1,186.818734486898
20,8,1,21.0975815984938
21,8,1,0
22,8,1,0
23,8,1,0
24,8,1,0
1,9,1,0
2,9,1,0
3,9,1,0
4,9,1,0
5,9,1,0
6,9,1,0
7,9,1,47.7103410901295
8,9,1,238.866331484583
9,9,1,449.90329668257
10,9,1,663.913052452935
11,9,1,878.472754584418
12,9,1,1000.43022579617
13,9,1,1058.46633826362
14,9,1,1047.92445034451
15,9,1,927.630205790202
16,9,1,776.915524800619
17,9,1,568.150924364726
18,9,1,357.332577864329
19,9,1,160.17130776412
20,9,1,19.8699268201987
21,9,1,0
22,9,1,0
23,9,1,0
24,9,1,0
1,10,1,0
2,10,1,0
3,10,1,0
4,10,1,0
5,10,1,0
6,10,1,0
7,10,1,54.4316546014614
8,10,1,254.67667833964
9,10,1,485.990426805284
10,10,1,701.163269042969
11,10,1,877.684809366862
12,10,1,1000.15831163194
13,10,1,1027.35888926188
14,10,1,1026.73883522881
15,10,1,970.476509094238
16,10,1,830.831515842014
17,10,1,641.045522054036
18,10,1,418.232010735406
19,10,1,188.473791970147
20,10,1,21.4383576048745
21,10,1,0
22,10,1,0
23,10,1,0
24,10,1,0
1,11,1,0
2,11,1,0
3,11,1,0
4,11,1,0
5,11,1,0
6,11,1,0
7,11,1,49.2657187186285
8,11,1,242.350445144706
9,11,1,481.88936275906
10,11,1,696.924590216743
11,11,1,873.46406979031
12,11,1,996.073249816895
13,11,1,1054.75000339084
14,11,1,1044.85561116536
15,11,1,967.120223999023
16,11,1,827.785270690918
17,11,1,638.341330634223
