"hour","day","month","dir"
1,1,1,0
2,1,1,0
3,1,1,0
4,1,1,0
5,1,1,0
6,1,1,0.389363262388441
7,1,1,78.7448628611035
8,1,1,282.126021491157
9,1,1,505.565999348958
10,1,1,711.289891560872
11,1,1,878.689314100477
12,1,1,993.337593926324
13,1,1,1045.90304480659
14,1,1,1032.2449561225
15,1,1,953.406217787001
16,1,1,815.660133361816
17,1,1,630.397694905599
18,1,1,389.514232079188
19,1,1,185.819303194682
20,1,1,25.608325978948
21,1,1,0
22,1,1,0
23,1,1,0
24,1,1,0
1,2,1,0
2,2,1,0
3,2,1,0
4,2,1,0
5,2,1,0
6,2,1,0.288252025842667
7,2,1,77.0320870478948
8,2,1,280.285535176595
9,2,1,504.211690690782
10,2,1,710.589235093859
11,2,1,878.710565355089
12,2,1,994.054142422146
13,2,1,1047.29098934597
14,2,1,1034.18666330973
15,2,1,955.761262681749
16,2,1,818.237436082628
17,2,1,632.990759955512
18,2,1,416.644696129693
19,2,1,193.958905008104
20,2,1,26.1833211398787
21,2,1,0
22,2,1,0
23,2,1,0
24,2,1,0
1,3,1,0
2,3,1,0
3,3,1,0
4,3,1,0
5,3,1,0
6,3,1,0.185880174239477
7,3,1,75.3621454768711
8,3,1,278.277036454943
9,3,1,502.457445356581
10,3,1,709.251761542426
11,3,1,877.851559956869
12,3,1,993.675479465061
13,3,1,1047.38305155436
14,3,1,1034.66910213894
15,3,1,956.544069078234
16,3,1,819.193684895833
17,3,1,633.990507337782
18,3,1,397.794327523973
19,3,1,194.651325331794
20,3,1,26.4474180119319
21,3,1,0
22,3,1,0
23,3,1,0
24,3,1,0
1,4,1,0
2,4,1,0
3,4,1,0
4,4,1,0
5,4,1,0
6,4,1,0.124930469526185
7,4,1,73.3293320337931
8,4,1,275.416898515489
9,4,1,499.608626471625
10,4,1,706.667026943631
11,4,1,875.653860304091
12,4,1,991.933904859755
13,4,1,1046.12636057536
14,4,1,1033.87651231554
15,4,1,956.177075703939
16,4,1,819.175359090169
17,4,1,634.230174594455
18,4,1,417.938640170627
19,4,1,195.063299708896
20,4,1,26.6273621008214
21,4,1,0
22,4,1,0
23,4,1,0
24,4,1,0
1,5,1,0
2,5,1,0
3,5,1,0
4,5,1,0
5,5,1,0
6,5,1,0.101059141258399
7,5,1,71.0491033792496
8,5,1,272.03850724962
9,5,1,496.057155609131
10,5,1,703.236960517036
11,5,1,872.508499145508
12,5,1,989.184711880154
13,5,1,1043.80228169759
14,5,1,1032.00924682617
15,5,1,954.734994676378
16,5,1,811.711736043294
17,5,1,620.989354027642
18,5,1,417.382957034641
19,5,1,194.713223457336
20,5,1,26.5617107912484
21,5,1,0
22,5,1,0
23,5,1,0
24,5,1,0
1,6,1,0
2,6,1,0
3,6,1,0
4,6,1,0
5,6,1,0
6,6,1,0.074541237231137
7,6,1,63.7054625780632
8,6,1,257.628397650189
9,6,1,492.867345598009
10,6,1,700.347999572754
11,6,1,870.075343661838
12,6,1,987.317454867893
13,6,1,1042.50127241347
14,6,1,1015.13629277547
15,6,1,902.693365732829
16,6,1,769.511960135566
17,6,1,596.599332491557
18,6,1,371.426416926914
19,6,1,186.966131707033
20,6,1,24.9929090578937
21,6,1,0
22,6,1,0
23,6,1,0
24,6,1,0
1,7,1,0
2,7,1,0
3,7,1,0
4,7,1,0
5,7,1,0
6,7,1,0.0592968941976627
7,7,1,66.9656863080131
8,7,1,266.547399097019
9,7,1,490.864221784804
10,7,1,698.834470113119
11,7,1,869.145125495063
12,7,1,987.025568644206
13,7,1,1042.8057369656
14,7,1,1018.11846033732
15,7,1,934.776713053385
16,7,1,819.789727952745
17,7,1,635.493798997667
18,7,1,400.299479166667
19,7,1,196.2537478341
20,7,1,27.0033326703641
21,7,1,0
22,7,1,0
23,7,1,0
24,7,1,0
1,8,1,0
2,8,1,0
3,8,1,0
4,8,1,0
5,8,1,0
6,8,1,0.0413085348490212
7,8,1,65.3023910323779
8,8,1,256.543277899424
9,8,1,454.596837838491
10,8,1,684.382279078166
11,8,1,869.037427266439
12,8,1,987.554981655545
13,8,1,1043.9408493042
14,8,1,1033.71390448676
15,8,1,957.693996853299
16,8,1,821.891137864855
17,8,1,637.551159328885
18,8,1,421.18650648329
19,8,1,189.234017160204
20,8,1,25.5775257158611
21,8,1,0
22,8,1,0
23,8,1,0
24,8,1,0
1,9,1,0
2,9,1,0
3,9,1,0
4,9,1,0
5,9,1,0
6,9,1,0.0218317735836738
7,9,1,58.9483414540688
8,9,1,251.449454228083
9,9,1,488.019620259603
10,9,1,697.199516296387
11,9,1,854.248595343696
12,9,1,987.928788926866
13,9,1,1014.58869722154
14,9,1,1008.58053249783
15,9,1,945.298523796929
16,9,1,778.260577095879
17,9,1,600.624845080906
18,9,1,398.179590861003
19,9,1,184.148576054308
20,9,1,27.4778891551412
21,9,1,0
22,9,1,0
23,9,1,0
24,9,1,0
1,10,1,0
2,10,1,0
3,10,1,0
4,10,1,0
5,10,1,0
6,10,1,0.00282581241077019
7,10,1,61.6370166242123
8,10,1,259.997157626682
9,10,1,485.357495201959
10,10,1,694.855812920464
11,10,1,866.861214531792
12,10,1,986.370496961806
13,10,1,1043.69792005751
14,10,1,995.306207868788
15,10,1,947.54774178399
16,10,1,823.19645690918
17,10,1,638.832780626085
18,10,1,422.164663102892
19,10,1,197.951019393073
20,10,1,27.3446601182222
21,10,1,0
22,10,1,0
23,10,1,0
24,10,1,0
1,11,1,0
2,11,1,0
3,11,1,0
4,11,1,0
5,11,1,0
6,11,1,0
7,11,1,59.068888174163
8,11,1,255.612275441488
9,11,1,480.487588246663
10,11,1,689.884475708008
11,11,1,861.975189208984
12,11,1,981.686880323622
13,11,1,1039.27176581489
14,11,1,1030.12300109863
15,11,1,954.938606262207
16,11,1,819.720631069607
