"Year","Month","Day","Hour","Generacion_MWh"
"2016",5,26,13,24.5
"2016",5,26,14,24
"2016",5,26,15,22.1
"2016",5,26,16,16.1
"2016",5,26,17,8.1
"2016",5,26,18,2.7
"2016",5,26,19,0
"2016",5,26,20,0
"2016",5,26,21,0
"2016",5,26,22,0
"2016",5,26,23,0
"2016",5,26,24,0
"2016",5,27,1,0
"2016",5,27,2,0
"2016",5,27,3,0
"2016",5,27,4,0
"2016",5,27,5,0
"2016",5,27,6,0
"2016",5,27,7,0
"2016",5,27,8,0.28
"2016",5,27,9,4.23
"2016",5,27,10,7.81
"2016",5,27,11,13.1
"2016",5,27,12,15.19
"2016",5,27,13,16.18
"2016",5,27,14,16.09
"2016",5,27,15,12.04
"2016",5,27,16,13.31
"2016",5,27,17,17.12
"2016",5,27,18,4.23
"2016",5,27,19,0
"2016",5,27,20,0
"2016",5,27,21,0
"2016",5,27,22,0
"2016",5,27,23,0
"2016",5,27,24,0
"2016",5,28,1,0
"2016",5,28,2,0
"2016",5,28,3,0
"2016",5,28,4,0
"2016",5,28,5,0
"2016",5,28,6,0
"2016",5,28,7,0
"2016",5,28,8,0.4
"2016",5,28,9,6.9
"2016",5,28,10,14.9
"2016",5,28,11,22.1
"2016",5,28,12,25.2
"2016",5,28,13,27.4
"2016",5,28,14,27.6
"2016",5,28,15,27.5
"2016",5,28,16,25.2
"2016",5,28,17,16.4
"2016",5,28,18,1.3
"2016",5,28,19,0
"2016",5,28,20,0
"2016",5,28,21,0
"2016",5,28,22,0
"2016",5,28,23,0
"2016",5,28,24,0
"2016",5,29,1,0
"2016",5,29,2,0
"2016",5,29,3,0
"2016",5,29,4,0
"2016",5,29,5,0
"2016",5,29,6,0
"2016",5,29,7,0
"2016",5,29,8,0.2
"2016",5,29,9,3.4
"2016",5,29,10,7.7
"2016",5,29,11,10.7
"2016",5,29,12,17.6
"2016",5,29,13,26.6
"2016",5,29,14,21.9
"2016",5,29,15,19
"2016",5,29,16,8.3
"2016",5,29,17,4.9
"2016",5,29,18,2.7
"2016",5,29,19,0
"2016",5,29,20,0
"2016",5,29,21,0
"2016",5,29,22,0
"2016",5,29,23,0
"2016",5,29,24,0
"2016",5,30,1,0
"2016",5,30,2,0
"2016",5,30,3,0
"2016",5,30,4,0
"2016",5,30,5,0
"2016",5,30,6,0
"2016",5,30,7,0
"2016",5,30,8,0.4
"2016",5,30,9,5.2
"2016",5,30,10,6.8
"2016",5,30,11,17.4
"2016",5,30,12,15.6
"2016",5,30,13,8.2
"2016",5,30,14,3.7
"2016",5,30,15,8.6
"2016",5,30,16,5.1
"2016",5,30,17,3.9
"2016",5,30,18,2.7
"2016",5,30,19,0
"2016",5,30,20,0
"2016",5,30,21,0
"2016",5,30,22,0
"2016",5,30,23,0
"2016",5,30,24,0
"2016",5,31,1,0
"2016",5,31,2,0
"2016",5,31,3,0
"2016",5,31,4,0
"2016",5,31,5,0
"2016",5,31,6,0
"2016",5,31,7,0
"2016",5,31,8,0.3
"2016",5,31,9,4.9
"2016",5,31,10,12.5
"2016",5,31,11,20.1
"2016",5,31,12,24.6
"2016",5,31,13,24.5
"2016",5,31,14,27.4
"2016",5,31,15,29.3
"2016",5,31,16,29.7
"2016",5,31,17,20.9
"2016",5,31,18,3.6
"2016",5,31,19,0
"2016",5,31,20,0
"2016",5,31,21,0
"2016",5,31,22,0
"2016",5,31,23,0
"2016",5,31,24,0
"2016",6,1,1,0
"2016",6,1,2,0
"2016",6,1,3,0
"2016",6,1,4,0
"2016",6,1,5,0
"2016",6,1,6,0
"2016",6,1,7,0
"2016",6,1,8,0.01
"2016",6,1,9,3.4
"2016",6,1,10,26.3
"2016",6,1,11,30.1
"2016",6,1,12,30.5
"2016",6,1,13,21.1
"2016",6,1,14,23.9
"2016",6,1,15,17.1
"2016",6,1,16,8.6
"2016",6,1,17,3.4
"2016",6,1,18,0.7
"2016",6,1,19,0
"2016",6,1,20,0
"2016",6,1,21,0
"2016",6,1,22,0
"2016",6,1,23,0
"2016",6,1,24,0
"2016",6,2,1,0
"2016",6,2,2,0
"2016",6,2,3,0
"2016",6,2,4,0
"2016",6,2,5,0
"2016",6,2,6,0
"2016",6,2,7,0
"2016",6,2,8,0.1
"2016",6,2,9,2
"2016",6,2,10,6.4
"2016",6,2,11,10.4
"2016",6,2,12,9.1
"2016",6,2,13,12.4
"2016",6,2,14,14.7
"2016",6,2,15,14.4
"2016",6,2,16,16.7
"2016",6,2,17,18.9
"2016",6,2,18,3
"2016",6,2,19,0
"2016",6,2,20,0
"2016",6,2,21,0
"2016",6,2,22,0
"2016",6,2,23,0
"2016",6,2,24,0
"2016",6,3,1,0
"2016",6,3,2,0
"2016",6,3,3,0
"2016",6,3,4,0
"2016",6,3,5,0
"2016",6,3,6,0
"2016",6,3,7,0
"2016",6,3,8,0.6
"2016",6,3,9,6.4
"2016",6,3,10,20.2
"2016",6,3,11,23.5
"2016",6,3,12,24.9
"2016",6,3,13,27.5
"2016",6,3,14,27.7
"2016",6,3,15,24
"2016",6,3,16,16.5
"2016",6,3,17,10.1
"2016",6,3,18,2.9
"2016",6,3,19,0
"2016",6,3,20,0
"2016",6,3,21,0
"2016",6,3,22,0
"2016",6,3,23,0
"2016",6,3,24,0
"2016",6,4,1,0
"2016",6,4,2,0
"2016",6,4,3,0
"2016",6,4,4,0
"2016",6,4,5,0
"2016",6,4,6,0
"2016",6,4,7,0
"2016",6,4,8,0.2
"2016",6,4,9,5.3
"2016",6,4,10,15
"2016",6,4,11,22.7
"2016",6,4,12,26.9
"2016",6,4,13,30.4
"2016",6,4,14,31
"2016",6,4,15,25.5
"2016",6,4,16,19.3
"2016",6,4,17,11.5
"2016",6,4,18,2.4
"2016",6,4,19,0
"2016",6,4,20,0
"2016",6,4,21,0
"2016",6,4,22,0
"2016",6,4,23,0
"2016",6,4,24,0
"2016",6,5,1,0
"2016",6,5,2,0
"2016",6,5,3,0
"2016",6,5,4,0
"2016",6,5,5,0
"2016",6,5,6,0
"2016",6,5,7,0
"2016",6,5,8,0.5
"2016",6,5,9,6
"2016",6,5,10,16.1
"2016",6,5,11,24.3
"2016",6,5,12,29.6
"2016",6,5,13,32.4
"2016",6,5,14,31.9
"2016",6,5,15,28.3
"2016",6,5,16,21.4
"2016",6,5,17,11.8
"2016",6,5,18,2.2
"2016",6,5,19,0
"2016",6,5,20,0
"2016",6,5,21,0
"2016",6,5,22,0
"2016",6,5,23,0
"2016",6,5,24,0
"2016",6,6,1,0
"2016",6,6,2,0
"2016",6,6,3,0
"2016",6,6,4,0
"2016",6,6,5,0
"2016",6,6,6,0
"2016",6,6,7,0
"2016",6,6,8,0.5
"2016",6,6,9,6.3
"2016",6,6,10,23.5
"2016",6,6,11,24.7
"2016",6,6,12,27.3
"2016",6,6,13,25.5
"2016",6,6,14,25.3
"2016",6,6,15,23.2
"2016",6,6,16,23.9
"2016",6,6,17,13.2
"2016",6,6,18,1.7
"2016",6,6,19,0
"2016",6,6,20,0
"2016",6,6,21,0
"2016",6,6,22,0
"2016",6,6,23,0
"2016",6,6,24,0
"2016",6,7,1,0
"2016",6,7,2,0
"2016",6,7,3,0
"2016",6,7,4,0
"2016",6,7,5,0
"2016",6,7,6,0
"2016",6,7,7,0
"2016",6,7,8,0.3
"2016",6,7,9,8
"2016",6,7,10,29.2
"2016",6,7,11,31.6
"2016",6,7,12,31.4
"2016",6,7,13,31.6
"2016",6,7,14,31.5
"2016",6,7,15,32.6
"2016",6,7,16,32.6
"2016",6,7,17,22.4
"2016",6,7,18,3.7
"2016",6,7,19,0
"2016",6,7,20,0
"2016",6,7,21,0
"2016",6,7,22,0
"2016",6,7,23,0
"2016",6,7,24,0
"2016",6,8,1,0
"2016",6,8,2,0
"2016",6,8,3,0
"2016",6,8,4,0
"2016",6,8,5,0
"2016",6,8,6,0
"2016",6,8,7,0
"2016",6,8,8,0.3
"2016",6,8,9,7.6
"2016",6,8,10,28.6
"2016",6,8,11,31.4
"2016",6,8,12,31.4
"2016",6,8,13,31.7
"2016",6,8,14,32
"2016",6,8,15,31.4
"2016",6,8,16,28.3
"2016",6,8,17,18.7
"2016",6,8,18,2.4
"2016",6,8,19,0
"2016",6,8,20,0
"2016",6,8,21,0
"2016",6,8,22,0
"2016",6,8,23,0
"2016",6,8,24,0
"2016",6,9,1,0
"2016",6,9,2,0
"2016",6,9,3,0
"2016",6,9,4,0
"2016",6,9,5,0
"2016",6,9,6,0
"2016",6,9,7,0
"2016",6,9,8,0.5
"2016",6,9,9,7.1
"2016",6,9,10,23.7
"2016",6,9,11,27.3
"2016",6,9,12,25.2
"2016",6,9,13,30
"2016",6,9,14,27.3
"2016",6,9,15,19.6
"2016",6,9,16,10.2
"2016",6,9,17,2.9
"2016",6,9,18,0.3
"2016",6,9,19,0
"2016",6,9,20,0
"2016",6,9,21,0
"2016",6,9,22,0
"2016",6,9,23,0
"2016",6,9,24,0
"2016",6,10,1,0
"2016",6,10,2,0
"2016",6,10,3,0
"2016",6,10,4,0
"2016",6,10,5,0
"2016",6,10,6,0
"2016",6,10,7,0
"2016",6,10,8,0.5
"2016",6,10,9,7.5
"2016",6,10,10,21.8
"2016",6,10,11,19.3
"2016",6,10,12,29.1
"2016",6,10,13,30
"2016",6,10,14,32.1
"2016",6,10,15,26.4
"2016",6,10,16,17.9
"2016",6,10,17,12.4
"2016",6,10,18,2.1
"2016",6,10,19,0
"2016",6,10,20,0
"2016",6,10,21,0
"2016",6,10,22,0
"2016",6,10,23,0
"2016",6,10,24,0
"2016",6,11,1,0
"2016",6,11,2,0
"2016",6,11,3,0
"2016",6,11,4,0
"2016",6,11,5,0
"2016",6,11,6,0
"2016",6,11,7,0
"2016",6,11,8,0.6
"2016",6,11,9,8.9
"2016",6,11,10,23.6
"2016",6,11,11,37.2
"2016",6,11,12,37.6
"2016",6,11,13,38.7
"2016",6,11,14,37.7
"2016",6,11,15,37.6
"2016",6,11,16,24
"2016",6,11,17,23.2
"2016",6,11,18,3.7
"2016",6,11,19,0
"2016",6,11,20,0
"2016",6,11,21,0
"2016",6,11,22,0
"2016",6,11,23,0
"2016",6,11,24,0
"2016",6,12,1,0
"2016",6,12,2,0
"2016",6,12,3,0
"2016",6,12,4,0
"2016",6,12,5,0
"2016",6,12,6,0
"2016",6,12,7,0
"2016",6,12,8,0.3
"2016",6,12,9,2.8
"2016",6,12,10,11.8
"2016",6,12,11,12.3
"2016",6,12,12,14.1
"2016",6,12,13,34.6
"2016",6,12,14,25.6
"2016",6,12,15,21.3
"2016",6,12,16,22.1
"2016",6,12,17,11.1
"2016",6,12,18,2
"2016",6,12,19,0
"2016",6,12,20,0
"2016",6,12,21,0
"2016",6,12,22,0
"2016",6,12,23,0
"2016",6,12,24,0
"2016",6,13,1,0
"2016",6,13,2,0
"2016",6,13,3,0
"2016",6,13,4,0
"2016",6,13,5,0
"2016",6,13,6,0
"2016",6,13,7,0
"2016",6,13,8,0.8
"2016",6,13,9,10.5
"2016",6,13,10,27.9
"2016",6,13,11,38.7
"2016",6,13,12,37.8
"2016",6,13,13,38.4
"2016",6,13,14,38.4
"2016",6,13,15,36.7
"2016",6,13,16,34.2
"2016",6,13,17,23.5
"2016",6,13,18,3.4
"2016",6,13,19,0
"2016",6,13,20,0
"2016",6,13,21,0
"2016",6,13,22,0
"2016",6,13,23,0
"2016",6,13,24,0
"2016",6,14,1,0
"2016",6,14,2,0
"2016",6,14,3,0
"2016",6,14,4,0
"2016",6,14,5,0
"2016",6,14,6,0
"2016",6,14,7,0
"2016",6,14,8,0.4
"2016",6,14,9,10.7
"2016",6,14,10,37.1
"2016",6,14,11,42
"2016",6,14,12,42
"2016",6,14,13,42.1
"2016",6,14,14,42.9
"2016",6,14,15,43.4
"2016",6,14,16,41.8
"2016",6,14,17,27.9
"2016",6,14,18,4.4
"2016",6,14,19,0
"2016",6,14,20,0
"2016",6,14,21,0
"2016",6,14,22,0
"2016",6,14,23,0
"2016",6,14,24,0
"2016",6,15,1,0
"2016",6,15,2,0
"2016",6,15,3,0
"2016",6,15,4,0
"2016",6,15,5,0
"2016",6,15,6,0
"2016",6,15,7,0
"2016",6,15,8,0.3
"2016",6,15,9,10.2
"2016",6,15,10,34
"2016",6,15,11,38.4
"2016",6,15,12,39.3
"2016",6,15,13,39.5
"2016",6,15,14,39.7
"2016",6,15,15,39.8
"2016",6,15,16,38.2
"2016",6,15,17,24.9
"2016",6,15,18,4
"2016",6,15,19,0
"2016",6,15,20,0
"2016",6,15,21,0
"2016",6,15,22,0
"2016",6,15,23,0
"2016",6,15,24,0
"2016",6,16,1,0
"2016",6,16,2,0
"2016",6,16,3,0
"2016",6,16,4,0
"2016",6,16,5,0
"2016",6,16,6,0
"2016",6,16,7,0
"2016",6,16,8,0.4
"2016",6,16,9,10.9
"2016",6,16,10,35.7
"2016",6,16,11,42.5
"2016",6,16,12,44.3
"2016",6,16,13,33.1
"2016",6,16,14,39.2
"2016",6,16,15,35.2
"2016",6,16,16,35.6
"2016",6,16,17,16
"2016",6,16,18,2.3
"2016",6,16,19,0
"2016",6,16,20,0
"2016",6,16,21,0
"2016",6,16,22,0
"2016",6,16,23,0
"2016",6,16,24,0
"2016",6,17,1,0
"2016",6,17,2,0
"2016",6,17,3,0
"2016",6,17,4,0
"2016",6,17,5,0
"2016",6,17,6,0
"2016",6,17,7,0
"2016",6,17,8,0.3
"2016",6,17,9,11.9
"2016",6,17,10,38.5
"2016",6,17,11,44.7
"2016",6,17,12,49.8
"2016",6,17,13,50.9
"2016",6,17,14,53.1
"2016",6,17,15,55.1
"2016",6,17,16,54.3
"2016",6,17,17,33.1
"2016",6,17,18,5
"2016",6,17,19,0
"2016",6,17,20,0
"2016",6,17,21,0
"2016",6,17,22,0
"2016",6,17,23,0
"2016",6,17,24,0
"2016",6,18,1,0
"2016",6,18,2,0
"2016",6,18,3,0
"2016",6,18,4,0
"2016",6,18,5,0
"2016",6,18,6,0
"2016",6,18,7,0
"2016",6,18,8,0
"2016",6,18,9,3.3
"2016",6,18,10,27.1
