"hour","day","month","dir"
1,1,1,0
2,1,1,0
3,1,1,0
4,1,1,0
5,1,1,0
6,1,1,0.100608362091912
7,1,1,80.770885374811
8,1,1,303.143368191189
9,1,1,543.180895487467
10,1,1,761.197369893392
11,1,1,936.233342488607
12,1,1,1053.74612426758
13,1,1,1062.6675813463
14,1,1,1060.14835611979
15,1,1,994.931655883789
16,1,1,820.780435350206
17,1,1,626.179012404548
18,1,1,386.496467431386
19,1,1,158.223792178763
20,1,1,12.4198925991853
21,1,1,0
22,1,1,0
23,1,1,0
24,1,1,0
1,2,1,0
2,2,1,0
3,2,1,0
4,2,1,0
5,2,1,0
6,2,1,0.0662701270646519
7,2,1,67.5248703194989
8,2,1,265.916964040862
9,2,1,524.055092811584
10,2,1,750.601051754422
11,2,1,903.706449296739
12,2,1,1050.97695075141
13,2,1,1077.81982082791
14,2,1,1070.6001018948
15,2,1,993.489598592122
16,2,1,816.310875998603
17,2,1,641.272486368815
18,2,1,408.009579128689
19,2,1,170.140806304084
20,2,1,12.5895086129506
21,2,1,0
22,2,1,0
23,2,1,0
24,2,1,0
1,3,1,0
2,3,1,0
3,3,1,0
4,3,1,0
5,3,1,0
6,3,1,0.0292367829727785
7,3,1,70.1981480884262
8,3,1,275.447153462304
9,3,1,502.777357843187
10,3,1,740.593138376872
11,3,1,928.609606424967
12,3,1,1040.60551198324
13,3,1,1024.11898676554
14,3,1,986.925383673774
15,3,1,927.150092654758
16,3,1,803.577263090346
17,3,1,611.170529683431
18,3,1,407.190729777018
19,3,1,164.187120209138
20,3,1,12.661120576991
21,3,1,0
22,3,1,0
23,3,1,0
24,3,1,0
1,4,1,0
2,4,1,0
3,4,1,0
4,4,1,0
5,4,1,0
6,4,1,0.00352235146177312
7,4,1,68.1504893244968
8,4,1,270.639007939233
9,4,1,519.45492638482
10,4,1,735.373630311754
11,4,1,924.341269599067
12,4,1,993.33483505249
13,4,1,1036.39163631863
14,4,1,1043.28370242649
15,4,1,910.772986094157
16,4,1,817.689588758681
17,4,1,601.146844440036
18,4,1,377.852177328534
19,4,1,157.134551586376
20,4,1,12.739848335584
21,4,1,0
22,4,1,0
23,4,1,0
24,4,1,0
1,5,1,0
2,5,1,0
3,5,1,0
4,5,1,0
5,5,1,0
6,5,1,0
7,5,1,64.7553649975194
8,5,1,288.584075715807
9,5,1,527.485402001275
10,5,1,745.652735392253
11,5,1,891.048938751221
12,5,1,987.356688181559
13,5,1,1021.69109853109
14,5,1,1016.05356449551
15,5,1,916.07038391961
16,5,1,731.124130249023
17,5,1,577.512348810832
18,5,1,374.421132644018
19,5,1,144.74461829
20,5,1,11.9292254805979
21,5,1,0
22,5,1,0
23,5,1,0
24,5,1,0
1,6,1,0
2,6,1,0
3,6,1,0
4,6,1,0
5,6,1,0
6,6,1,0
7,6,1,68.9185046222475
8,6,1,285.637910630968
9,6,1,524.824844360352
10,6,1,743.523065355089
11,6,1,920.171449449327
12,6,1,1021.40474616157
13,6,1,1033.01635244158
14,6,1,1037.82936265733
15,6,1,982.78581322564
16,6,1,839.863677130805
17,6,1,640.270443386502
18,6,1,404.337950282627
19,6,1,158.783203274012
20,6,1,12.9297495153215
21,6,1,0
22,6,1,0
23,6,1,0
24,6,1,0
1,7,1,0
2,7,1,0
3,7,1,0
4,7,1,0
5,7,1,0
6,7,1,0
7,7,1,64.8688335153792
8,7,1,277.507255236308
9,7,1,521.858084784614
10,7,1,741.015201992459
11,7,1,918.20698123508
12,7,1,1014.29628838433
13,7,1,992.345478693644
14,7,1,1018.48958206177
15,7,1,982.619710286458
16,7,1,839.925483703613
17,7,1,640.377898322211
18,7,1,388.275923675961
19,7,1,170.817133691576
20,7,1,12.9434103237258
21,7,1,0
22,7,1,0
23,7,1,0
24,7,1,0
1,8,1,0
2,8,1,0
3,8,1,0
4,8,1,0
5,8,1,0
6,8,1,0
7,8,1,64.584314243661
8,8,1,279.452078289456
9,8,1,519.140510982937
10,8,1,738.870434231228
11,8,1,916.734949747721
12,8,1,1037.73354170058
13,8,1,1005.06539789836
14,8,1,955.755711237589
15,8,1,953.356922573513
16,8,1,817.900327046712
17,8,1,613.865983221266
18,8,1,380.663668500053
19,8,1,154.346750815709
20,8,1,13.0708175897598
21,8,1,0
22,8,1,0
23,8,1,0
24,8,1,0
1,9,1,0
2,9,1,0
3,9,1,0
4,9,1,0
5,9,1,0
6,9,1,0
7,9,1,58.2960302506884
8,9,1,272.217814313041
9,9,1,517.039734310574
10,9,1,737.309177822537
11,9,1,915.786113315158
12,9,1,1019.33745235867
13,9,1,1021.27574115329
14,9,1,1004.39054044088
15,9,1,944.04857550727
16,9,1,793.691839853922
17,9,1,611.510448879666
18,9,1,359.708027743631
19,9,1,129.998251482844
20,9,1,13.2023104031881
21,9,1,0
22,9,1,0
23,9,1,0
24,9,1,0
1,10,1,0
2,10,1,0
3,10,1,0
4,10,1,0
5,10,1,0
6,10,1,0
7,10,1,52.0706165196995
8,10,1,242.125485936801
9,10,1,465.42295911577
10,10,1,721.135513941447
11,10,1,915.115702311198
12,10,1,963.747536129422
13,10,1,961.739159690009
14,10,1,1012.76367240482
15,10,1,932.498342514038
16,10,1,792.283144844903
17,10,1,616.745818773905
18,10,1,377.386911180284
19,10,1,136.77794979016
20,10,1,12.23739399554
21,10,1,0
22,10,1,0
23,10,1,0
24,10,1,0
1,11,1,0
2,11,1,0
3,11,1,0
4,11,1,0
5,11,1,0
6,11,1,0
7,11,1,54.0061521334574
8,11,1,243.416667169995
9,11,1,474.52256541782
10,11,1,697.296695497301
11,11,1,880.794150034587
12,11,1,947.75646812386
13,11,1,931.499342216386
14,11,1,946.55747891797
15,11,1,919.540227254232
16,11,1,795.803506851196
17,11,1,611.845041486952
18,11,1,410.456995646159
19,11,1,172.48026810752
