"hour","day","month","dir"
1,1,1,0
2,1,1,0
3,1,1,0
4,1,1,0
5,1,1,0
6,1,1,0.0362027277135187
7,1,1,64.3579820746349
8,1,1,281.14139450921
9,1,1,513.998892042372
10,1,1,727.266682094998
11,1,1,899.480576409234
12,1,1,1015.81258307563
13,1,1,1066.87091912164
14,1,1,1048.5878660414
15,1,1,962.412248399523
16,1,1,815.218532138401
17,1,1,619.185014512804
18,1,1,388.92042960061
19,1,1,151.835526658429
20,1,1,12.2020319634014
21,1,1,0
22,1,1,0
23,1,1,0
24,1,1,0
1,2,1,0
2,2,1,0
3,2,1,0
4,2,1,0
5,2,1,0
6,2,1,0.0133771188557148
7,2,1,61.8592880281309
8,2,1,258.384914040565
9,2,1,493.731141302321
10,2,1,687.620006137424
11,2,1,896.777877807617
12,2,1,1013.47097524007
13,2,1,1025.56909179688
14,2,1,1007.61861504449
15,2,1,954.817318386502
16,2,1,814.720001220703
17,2,1,619.115979512533
18,2,1,392.550728691949
19,2,1,162.995348718431
20,2,1,12.3786992695596
21,2,1,0
22,2,1,0
23,2,1,0
24,2,1,0
1,3,1,0
2,3,1,0
3,3,1,0
4,3,1,0
5,3,1,0
6,3,1,0
7,3,1,59.3120175024701
8,3,1,240.698707408375
9,3,1,495.908537334866
10,3,1,720.302063835992
11,3,1,878.693386925591
12,3,1,994.927831861708
13,3,1,1046.13452614678
14,3,1,1044.57738494873
15,3,1,959.426054212782
16,3,1,804.449042108324
17,3,1,573.949531343248
18,3,1,368.493322319455
19,3,1,162.967209815979
20,3,1,12.4751543541133
21,3,1,0
22,3,1,0
23,3,1,0
24,3,1,0
1,4,1,0
2,4,1,0
3,4,1,0
4,4,1,0
5,4,1,0
6,4,1,0
7,4,1,60.5384840634134
8,4,1,229.362989730305
9,4,1,480.63475033972
10,4,1,716.37018415663
11,4,1,848.840934329563
12,4,1,950.30304145813
13,4,1,1014.50051710341
14,4,1,1042.37705230713
15,4,1,957.814623514811
16,4,1,812.21063486735
17,4,1,603.377341270447
18,4,1,368.930728753408
19,4,1,150.359303938018
20,4,1,11.6123538719645
21,4,1,0
22,4,1,0
23,4,1,0
24,4,1,0
1,5,1,0
2,5,1,0
3,5,1,0
4,5,1,0
5,5,1,0
6,5,1,0
7,5,1,50.6899884711537
8,5,1,230.608639147547
9,5,1,483.219368033939
10,5,1,713.282992045085
11,5,1,886.569274054633
12,5,1,978.311007181803
13,5,1,1012.54307513767
14,5,1,1012.49058532715
15,5,1,921.614402347141
16,5,1,812.141982184516
17,5,1,604.03936068217
18,5,1,388.711807568868
19,5,1,151.766887611813
20,5,1,12.6980091911585
21,5,1,0
22,5,1,0
23,5,1,0
24,5,1,0
1,6,1,0
2,6,1,0
3,6,1,0
4,6,1,0
5,6,1,0
6,6,1,0
7,6,1,58.3620177043809
8,6,1,238.80650027593
9,6,1,481.603309472402
10,6,1,710.73127746582
11,6,1,884.544017367893
12,6,1,1003.06919182671
13,6,1,1056.6521581014
14,6,1,1041.03026156955
15,6,1,957.383287217882
16,6,1,812.4511557685
17,6,1,618.281530592177
18,6,1,392.700462765164
19,6,1,158.135797341665
20,6,1,12.7802713542866
21,6,1,0
22,6,1,0
23,6,1,0
24,6,1,0
1,7,1,0
2,7,1,0
3,7,1,0
4,7,1,0
5,7,1,0
6,7,1,0
7,7,1,53.6756761645277
8,7,1,256.773970074124
9,7,1,493.483131408691
10,7,1,707.811252170139
11,7,1,882.111310323079
12,7,1,1001.16332414415
13,7,1,1055.25978936089
14,7,1,1040.08266788059
15,7,1,956.783619350857
16,7,1,812.077376471625
17,7,1,618.007342444526
18,7,1,372.318122227987
19,7,1,158.02066289054
20,7,1,12.7790961426476
21,7,1,0
22,7,1,0
23,7,1,0
24,7,1,0
1,8,1,0
2,8,1,0
3,8,1,0
4,8,1,0
5,8,1,0
6,8,1,0
7,8,1,51.6101091847652
8,8,1,238.13809495502
9,8,1,461.335749493705
10,8,1,705.553625318739
11,8,1,880.527049594455
12,8,1,1000.2752049764
13,8,1,1055.0307498508
14,8,1,1040.40206570095
15,8,1,957.520729912652
16,8,1,813.059047275119
17,8,1,619.042707655165
18,8,1,389.821978092194
19,8,1,147.552123987012
20,8,1,12.9162457255491
21,8,1,0
22,8,1,0
23,8,1,0
24,8,1,0
1,9,1,0
2,9,1,0
3,9,1,0
4,9,1,0
5,9,1,0
6,9,1,0
7,9,1,52.5948946504957
8,9,1,237.331376949946
9,9,1,474.19270547231
10,9,1,704.189214918349
11,9,1,863.320437537299
12,9,1,991.841320885552
13,9,1,1055.55256737603
14,9,1,1041.38524797228
15,9,1,958.820021735297
16,9,1,814.494672139486
17,9,1,620.426259782579
18,9,1,370.17403043641
19,9,1,147.428556564781
20,9,1,12.0422105287305
21,9,1,0
22,9,1,0
23,9,1,0
24,9,1,0
1,10,1,0
2,10,1,0
3,10,1,0
4,10,1,0
5,10,1,0
6,10,1,0
7,10,1,46.4326441465981
8,10,1,249.752890865008
9,10,1,487.222028096517
10,10,1,703.313298543294
11,10,1,879.606297810872
12,10,1,1000.65092976888
13,10,1,1056.56639522976
14,10,1,1028.1624560886
15,10,1,904.880624771118
16,10,1,799.577461242676
17,10,1,596.319465107388
18,10,1,371.435791810354
19,10,1,155.98235531648
20,10,1,13.2518085563141
21,10,1,0
22,10,1,0
23,10,1,0
24,10,1,0
1,11,1,0
2,11,1,0
3,11,1,0
4,11,1,0
5,11,1,0
6,11,1,0
7,11,1,46.4627444330189
8,11,1,228.274349477556
9,11,1,464.594411320156
10,11,1,700.553343031141
11,11,1,844.170686933729
12,11,1,970.530420091417
13,11,1,1039.20937614971
14,11,1,997.501511229409
15,11,1,952.506531609429
16,11,1,815.181103176541
17,11,1,607.290961371528
18,11,1,372.115630149841
19,11,1,158.901182174683
