"año","mes","día","total_baja","descrp"
2016,2,4,1,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,4,1,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones. 194 MVA a 29 °C con Sol  flujo N>S. "
2016,2,4,1,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones. 202 MVA a 28 °C con Sol  flujo N>S. "
2016,2,4,1,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones. 202 MVA a 28 °C con Sol  flujo N>S. "
2016,2,5,5,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,5,5,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  235 MVA a 23 °C con Sol  flujo N>S. "
2016,2,5,5,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  229 MVA a 24 °C con Sol  flujo N>S. "
2016,2,5,5,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  222 MVA a 25 °C con Sol  flujo N>S. "
2016,2,5,5,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,5,5,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  194 MVA a 29 °C con Sol  flujo N>S. "
2016,2,5,5,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  187 MVA a 30 °C con Sol  flujo N>S. "
2016,2,5,5,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones. 194 MVA a 29 °C con Sol  flujo N>S. "
2016,2,6,4,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  241 MVA a 22 °C con Sol  flujo N>S. "
2016,2,6,4,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,6,4,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  229 MVA a 24 °C con Sol  flujo N>S. "
2016,2,6,4,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,6,4,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  222 MVA a 25 °C con Sol  flujo N>S. "
2016,2,6,4,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,6,4,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  209 MVA a 27 °C con Sol  flujo N>S. "
2016,2,6,4,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  209 MVA a 27 °C con Sol  flujo N>S. "
2016,2,6,4,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  216 MVA a 26 °C con Sol  flujo N>S. "
2016,2,6,4,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  216 MVA a 26 °C con Sol  flujo N>S. "
2016,2,7,5,"Redistribución de Potencia Nubosidad en C. PFV Luz del Norte "
2016,2,7,5,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  194 MVA a 29 °C con Sol  flujo N>S. "
2016,2,7,5,"Redistribución de Potencia Mayor carga eólica de C. Taltal. -42 MW"
2016,2,7,5,"Redistribución de Potencia Menor carga eólica de C. Taltal. 20 MW"
2016,2,7,5,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  201 MVA a 28 °C con Sol  flujo N>S. "
2016,2,7,5,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  209 MVA a 27 °C con Sol  flujo N>S. "
2016,2,8,3,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,2,8,3,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,2,8,3,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  209 MVA a 27 °C con Sol  flujo N>S. aumenta recurso solar"
2016,2,8,3,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,2,8,3,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  194 MVA a 29 °C con Sol  flujo N>S. "
2016,2,8,3,"Redistribución de Potencia  -20 MW"
2016,2,8,3,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  187 MVA a 30 °C con Sol  flujo N>S. "
2016,2,8,3,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,8,3,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones, 202 MVA a 28 °C con Sol, flujo N>S. "
2016,2,9,6,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,2,9,6,"Central sin variación por Línea 220 kV C. Pinto - San Andrés. Mayor disponibilidad de recurso solar."
2016,2,9,6,"Central sin variación por Línea 220 kV C. Pinto - San Andrés. Mayor disponibilidad de recurso solar."
2016,2,9,6,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  194 MVA a 29 °C con Sol  flujo N>S. "
2016,2,9,6,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  187 MVA a 30 °C con Sol  flujo N>S. "
2016,2,9,6,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  187 MVA a 30 °C con Sol  flujo N>S. "
2016,2,9,6,"Redistribución de Potencia Mayor carga eólica de C. Taltal -32 MW"
2016,2,9,6,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  209 MVA a 27 °C con Sol  flujo N>S. "
2016,2,10,6,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  201 MVA a 28 °C con Sol  flujo N>S. "
2016,2,10,6,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  194 MVA a 29 °C con Sol  flujo N>S. "
2016,2,10,6,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  194 MVA a 29 °C con Sol  flujo N>S. "
2016,2,10,6,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  178 MVA a 31 °C con Sol  flujo N>S. "
2016,2,10,6,"Redistribución de Potencia Aumento de recurso eólico -25 MW"
2016,2,10,6,"Redistribución de Potencia Aumento de recurso eólico -30 MW"
2016,2,10,6,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  186 MVA a 30 °C con Sol  flujo N>S. "
2016,2,10,6,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  215 MVA a 26 °C con Sol  flujo N>S. "
2016,2,11,7,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  187 MVA a 30 °C con Sol  flujo N>S. "
2016,2,11,7,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  194 MVA a 29 °C con Sol  flujo N>S. "
2016,2,11,7,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  194 MVA a 29 °C con Sol  flujo N>S. "
2016,2,11,7,"Redistribución de Potencia  -20 MW"
2016,2,11,7,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  194 MVA a 29 °C con Sol  flujo N>S. "
2016,2,11,7,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  209 MVA a 27 °C con Sol  flujo N>S. "
2016,2,12,6,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones. 202 MVA a 28 °C con Sol  flujo N>S. "
2016,2,13,0,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,2,13,0,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,2,13,0,"Central sin variación por Líneas 220 kV Las Palmas - Los Vilos 1 y 2"
2016,2,13,0,"Central sin variación por Líneas 220 kV Las Palmas - Los Vilos 1 y 2"
2016,2,13,0,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,2,13,0,"Central sin variación por Líneas 220 kV Las Palmas - Los Vilos 1 y 2"
2016,2,14,0,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,2,14,0,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,2,14,0,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,2,14,0,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,2,14,0,"Central sin variación por Líneas 220 kV Las Palmas - Los Vilos 1 y 2"
2016,2,14,0,"Central sin variación por Líneas 220 kV Las Palmas - Los Vilos 1 y 2"
2016,2,14,0,"Central sin variación por Líneas 220 kV Las Palmas - Los Vilos 1 y 2"
2016,2,14,0,"Central sin variación por Líneas 220 kV Las Palmas - Los Vilos 1 y 2"
2016,2,14,0,"Prorrata por Control TX Líneas 220 kV Las Palmas - Los Vilos 1 y 2  309 MVA a 30 °C con Sol  flujo N>S. "
2016,2,14,0,"Central sin variación por Líneas 220 kV Las Palmas - Los Vilos 1 y 2"
2016,2,15,0,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  215 MVA a 26 °C con Sol  flujo N>S. "
2016,2,15,0,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  194 MVA a 29 °C con Sol  flujo N>S. "
2016,2,15,0,"Redistribución de Potencia Aumento de generación eólica del PE Taltal -12 MW"
2016,2,15,0,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  161 MVA a 33 °C con Sol  flujo N>S. "
2016,2,15,0,"Redistribución de Potencia Aumento recursos Eólico PE Taltal -18 MW"
2016,2,15,0,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  179 MVA a 31 °C con Sol  flujo N>S. "
2016,2,16,1,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,2,16,1,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,2,16,1,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,2,16,1,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,2,16,1,"Redistribución de Potencia  -30 MW"
2016,2,16,1,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  170 MVA a 32 °C con Sol  flujo N>S. "
2016,2,16,1,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  194 MVA a 29 °C con Sol  flujo N>S. "
2016,2,16,1,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,2,17,1,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,2,17,1,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,2,17,1,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,2,17,1,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,2,17,1,"Redistribución de Potencia  -30 MW"
2016,2,17,1,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  202 MVA a 28 °C con Sol  flujo N>S. "
2016,2,18,5,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  209 MVA a 27 °C con Sol  flujo N>S. "
2016,2,18,5,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  202 MVA a 28 °C con Sol  flujo N>S. "
2016,2,18,5,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  202 MVA a 28 °C con Sol  flujo N>S. "
2016,2,18,5,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  187 MVA a 30 °C con Sol  flujo N>S. "
2016,2,18,5,"Central sin variación por Líneas 220 kV Las Palmas - Los Vilos 1 y 2"
2016,2,18,5,"Central sin variación por Líneas 220 kV Las Palmas - Los Vilos 1 y 2"
2016,2,18,5,"Central sin variación por Líneas 220 kV Las Palmas - Los Vilos 1 y 2"
2016,2,18,5,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  202 MVA a 28 °C con Sol  flujo N>S. "
2016,2,18,5,"Central sin variación por Líneas 220 kV Las Palmas - Los Vilos 1 y 2"
2016,2,19,1,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  235 MVA a 23 °C con Sol  flujo N>S. "
2016,2,19,1,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,19,1,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,19,1,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,19,1,"Redistribución de Potencia Mayor carga Eólica C.PE Taltal -10 MW"
2016,2,19,1,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,19,1,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,19,1,"Redistribución de Potencia Mayor carga eólica C.PE Taltal -15 MW"
2016,2,19,1,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,19,1,"Central sin variación por Líneas 220 kV Las Palmas - Los Vilos 1 y 2"
2016,2,19,1,"Central sin variación por Líneas 220 kV Las Palmas - Los Vilos 1 y 2"
2016,2,19,1,"Redistribución de Potencia Pe. Taltal mayor disponibilidad eólica -25 MW"
2016,2,19,1,"Central sin variación por Líneas 220 kV Las Palmas - Los Vilos 1 y 2"
2016,2,19,1,"Central sin variación por Líneas 220 kV Las Palmas - Los Vilos 1 y 2"
2016,2,19,1,"Central sin variación por Líneas 220 kV Las Palmas - Los Vilos 1 y 2"
2016,2,20,8,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  222 MVA a 25 °C con Sol  flujo N>S. "
2016,2,20,8,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  235 MVA a 23 °C con Sol  flujo N>S. "
2016,2,20,8,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  202 MVA a 28 °C con Sol  flujo N>S. "
2016,2,20,8,"Redistribución de Potencia  -15 MW"
2016,2,20,8,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  194 MVA a 29 °C con Sol  flujo N>S. "
2016,2,20,8,"Redistribución de Potencia Redistribución ´por C. PE Taltal con mayor carga eólica. -23 MW"
2016,2,21,13,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  229 MVA a 24 °C con Sol  flujo N>S. "
2016,2,21,13,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  216 MVA a 26 °C con Sol  flujo N>S. "
2016,2,21,13,"Redistribución de Potencia Por SDCF 6547-48-49-56/2016  54 MW"
2016,2,21,13,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  209 MVA a 27 °C con Sol  flujo N>S. "
2016,2,21,13,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  202 MVA a 28 °C con Sol  flujo N>S. "
2016,2,21,13,"Redistribución de Potencia Aumento carga eólica C.PE Taltal -10 MW"
2016,2,21,13,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  187 MVA a 30 °C con Sol  flujo N>S. "
2016,2,21,13,"Redistribución de Potencia Menor carga eólica C.PE Talta 25 MW"
2016,2,21,13,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,2,21,13,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  179 MVA a 31 °C con Sol  flujo N>S. "
2016,2,21,13,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  179 MVA a 31 °C con Sol  flujo N>S. "
2016,2,21,13,"Redistribución de Potencia Aumento de carga eólica en PE Taltal -22 MW"
2016,2,21,13,"Central sin variación por Línea 220 kV C. Pinto - San Andrés  no sube por baja radiación solar"
2016,2,21,13,"Central sin variación por Línea 220 kV C. Pinto - San Andrés  no sube por baja radiación solar"
2016,2,21,13,"Redistribución de Potencia  -43 MW"
2016,2,22,7,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  235 MVA a 23 °C con Sol  flujo N>S. "
2016,2,22,7,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  222 MVA a 25 °C con Sol  flujo N>S. "
2016,2,22,7,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  222 MVA a 25 °C con Sol  flujo N>S. "
2016,2,22,7,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  216 MVA a 26 °C con Sol  flujo N>S. "
2016,2,22,7,"Redistribución de Potencia Menor generación C. PE Taltal 30 MW"
2016,2,22,7,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  187 MVA a 30 °C con Sol  flujo N>S. "
2016,2,22,7,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  194 MVA a 29 °C con Sol  flujo N>S. "
2016,2,22,7,"Redistribución de Potencia Mayor carga eólica en PE Taltal -30 MW"
2016,2,22,7,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  202 MVA a 28 °C con Sol  flujo N>S. "
2016,2,23,8,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  229 MVA a 24 °C con Sol  flujo N>S. "
2016,2,23,8,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  229 MVA a 24 °C con Sol  flujo N>S. "
2016,2,23,8,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,2,23,8,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  235 MVA a 23 °C con Sol  flujo N>S. "
2016,2,23,8,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  235 MVA a 23 °C con Sol  flujo N>S. "
2016,2,23,8,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones. 187 MVA a 30 °C con Sol  flujo N>S. "
2016,2,23,8,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,23,8,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  187 MVA a 30 °C con Sol  flujo N>S. "
2016,2,23,8,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  194 MVA a 29 °C con Sol  flujo N>S. "
2016,2,23,8,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,23,8,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,24,8,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  235 MVA a 23 °C con Sol  flujo N>S. "
2016,2,24,8,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  202 MVA a 28 °C con Sol  flujo N>S. "
2016,2,24,8,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  202 MVA a 28 °C con Sol  flujo N>S. "
2016,2,24,8,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  194 MVA a 29 °C con Sol  flujo N>S. "
2016,2,24,8,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  187 MVA a 30 °C con Sol  flujo N>S. "
2016,2,24,8,"Redistribución de Potencia  -18 MW"
2016,2,24,8,"Redistribución de Potencia  -15 MW"
2016,2,24,8,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  170 MVA a 32 °C con Sol  flujo N>S. "
2016,2,24,8,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,24,8,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,24,8,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  202 MVA a 28 °C con Sol  flujo N>S. "
2016,2,25,6,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,25,6,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,25,6,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,25,6,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,25,6,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  187 MVA a 30 °C con Sol  flujo N>S. "
2016,2,25,6,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  187 MVA a 30 °C con Sol  flujo N>S. "
2016,2,25,6,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  187 MVA a 30 °C con Sol  flujo N>S. "
2016,2,25,6,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,25,6,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  209 MVA a 27 °C con Sol  flujo N>S. "
2016,2,25,6,"Prorrata por Control TX Líneas 220 kV Las Palmas - Los Vilos 1 y 2  380 MVA flujo N>S. "
2016,2,26,0,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,26,0,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,26,0,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,26,0,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,26,0,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,26,0,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,26,0,"Redistribución de Potencia  -10 MW"
2016,2,26,0,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  202 MVA a 28 °C con Sol  flujo N>S. "
2016,2,26,0,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  202 MVA a 28 °C con Sol  flujo N>S. "
2016,2,27,0,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,27,0,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,27,0,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,27,0,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,27,0,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,27,0,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,27,0,"Redistribución de Potencia  -10 MW"
2016,2,27,0,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  202 MVA a 28 °C con Sol  flujo N>S. "
2016,2,27,0,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  202 MVA a 28 °C con Sol  flujo N>S. "
2016,2,28,0,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,2,28,0,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,28,0,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,28,0,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,28,0,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,28,0,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,28,0,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,29,1,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  194 MVA a 29 °C con Sol  flujo N>S. "
2016,2,29,1,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,29,1,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,2,29,1,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,3,1,0,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,3,1,0,"Redistribución de Potencia Disponibilidad de carga eólica PE Taltal -15 MW"
2016,3,2,1,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  209 MVA a 27 °C con Sol  flujo N>S. "
2016,3,2,1,"Redistribución de Potencia Menor carga eólica de C. PE Taltal 15 MW"
2016,3,5,1,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  216 MVA a 26 °C con Sol  flujo N>S. "
2016,3,5,1,"Redistribución de Potencia Menor recurso eólico PE Taltal 12 MW"
2016,3,6,13,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  202 MVA a 28 °C con Sol  flujo N>S. "
2016,3,6,13,"Redistribución de Potencia Menor recurso eólico PE Taltal. 12 MW"
2016,3,6,13,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,3,8,2,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,3,8,2,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  222 MVA a 25 °C con Sol  flujo N>S. "
2016,3,8,2,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,3,8,2,"Redistribución de Potencia Mayor radiación solar de C.PFV Luz del Norte  15 MW"
2016,3,8,2,"Redistribución de Potencia Menor recurso eólico de C. PE Taltal 18 MW"
2016,3,8,2,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,3,9,2,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,3,9,2,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,3,9,2,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  194 MVA a 29 °C con Sol  flujo N>S. "
2016,3,9,2,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  194 MVA a 29 °C con Sol  flujo N>S. "
2016,3,9,2,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  202 MVA a 28 °C con Sol  flujo N>S. "
2016,3,9,2,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  209 MVA a 27 °C con Sol  flujo N>S. "
2016,3,10,5,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,3,10,5,"Redistribución de Potencia Menor recurso eólico PE Taltal. 20 MW"
2016,3,10,5,"Redistribución de Potencia menor recurso eólico C. PE Taltal 20 MW"
2016,3,10,5,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  209 MVA a 27 °C con Sol  flujo N>S. "
2016,3,10,5,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  202 MVA a 28 °C con Sol  flujo N>S. "
2016,3,10,5,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  209 MVA a 27 °C con Sol  flujo N>S. "
2016,3,10,5,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  216 MVA a 26 °C con Sol  flujo N>S. "
2016,3,11,0,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,3,11,0,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,3,11,0,"Redistribución por disminución del recurso eólico del PE Taltal y prorrata por control TX Línea 220 kV C. Pinto - San Andrés. 194 MVA a 29 °C con Sol  flujo N>S. "
2016,3,11,0,"Redistribución por disminución del recurso eólico del PE Taltal y prorrata por control TX Línea 220 kV C. Pinto - San Andrés. 194 MVA a 29 °C con Sol  flujo N>S. "
2016,3,11,0,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  194 MVA a 29 °C con Sol  flujo N>S. "
2016,3,11,0,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  209 MVA a 27 °C con Sol  flujo N>S. Con menor recurso solar."
2016,3,12,0,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,3,12,0,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,3,12,0,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  216 MVA a 26 °C con Sol  flujo N>S. "
2016,3,12,0,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  216 MVA a 26 °C con Sol  flujo N>S. "
2016,3,13,4,"Central sin variación por Línea 220 kV  San Andrés - Cardones"
