"año","mes","día","total_baja","descrp"
2016,2,28,16,"Salida Intempestiva por Falla"
2016,2,28,16,"E/S"
2016,5,1,0,"Central sin variación por Línea 220 kV San Andrés - Cardones."
2016,5,3,0,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,5,3,0,"Redistribución de Potencia Menor nubosidad C. PFV Luz del Norte -10 MW"
2016,5,3,0,"Redistribución de Potencia PE Taltal mayor afluente eólico.  MW"
2016,5,4,8,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
2016,5,4,8,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
2016,5,4,8,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
2016,5,4,8,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  216 MVA a 26 °C con Sol  flujo N>S. "
2016,5,4,8,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  216 MVA a 26 °C con Sol  flujo N>S. "
2016,5,4,8,"Redistribución de Potencia PE Taltal mayor afluente eólico.  MW"
2016,5,4,8,"Redistribución de Potencia PE Taltal mayor afluente eólico.  MW"
2016,5,4,8,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  222 MVA a 25 °C con Sol  flujo N>S. "
2016,5,4,8,"Redistribución de Potencia PFV Luz del Norte menor radiación Solar. 35 MW"
2016,5,5,7,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  259 MVA a 19 °C con Sol  flujo N>S. "
2016,5,5,7,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  253 MVA a 20 °C con Sol  flujo N>S. "
2016,5,5,7,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  247 MVA a 21 °C con Sol  flujo N>S. "
2016,5,5,7,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  259 MVA a 19 °C con Sol  flujo N>S. "
2016,5,5,7,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  241 MVA a 22 °C con Sol  flujo N>S. "
2016,5,5,7,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,5,5,7,"Redistribución de Potencia PE Taltal menor afluente eólico. 5 MW"
2016,5,5,7,"Redistribución de Potencia PE Taltal menor afluente eólico. 14 MW"
2016,5,5,7,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,5,5,7,"Redistribución de Potencia  14 MW"
2016,5,5,7,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  229 MVA a 24 °C con Sol  flujo N>S. "
2016,5,5,7,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,5,11,5,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  270 MVA a 17 °C con Sol  flujo N>S. "
2016,5,11,5,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  270 MVA a 17 °C con Sol  flujo N>S. "
2016,5,11,5,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  259 MVA a 19 °C con Sol  flujo N>S. "
2016,5,11,5,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
2016,5,12,20,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
2016,5,12,20,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
2016,5,12,20,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
2016,5,12,20,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
2016,5,12,20,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  247 MVA a 21 °C con Sol  flujo N>S. "
2016,5,12,20,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  241 MVA a 22 °C con Sol  flujo N>S. "
2016,5,12,20,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  235 MVA a 23 °C con Sol  flujo N>S. "
2016,5,12,20,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  209 MVA a 27 °C con Sol  flujo N>S. "
2016,5,12,20,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,5,12,20,"Redistribución de Potencia Menor generación de C. Diego de Almagro 8 MW"
2016,5,12,20,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,5,13,11,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
2016,5,13,11,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  247 MVA a 21 °C con Sol  flujo N>S. "
2016,5,13,11,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  229 MVA a 24 °C con Sol  flujo N>S. "
2016,5,13,11,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  216 MVA a 26 °C con Sol  flujo N>S. "
2016,5,13,11,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  222 MVA a 25 °C con Sol  flujo N>S. "
2016,5,14,10,"Prorrata por Control TX Líneas 220 kV Las Palmas - Los Vilos 1 y 2  380 MVA a 20 °C con Sol  flujo N>S. "
2016,5,14,10,"Prorrata por Control TX Líneas 220 kV Las Palmas - Los Vilos 1 y 2  380 MVA a 20 °C con Sol  flujo N>S. "
2016,5,14,10,"Prorrata por Control TX Líneas 220 kV Las Palmas - Los Vilos 1 y 2  380 MVA a 20 °C con Sol  flujo N>S. "
2016,5,14,10,"Fin prorrata por Control TX Líneas 220 kV Las Palmas - Los Vilos 1 y 2  380 MVA a 20 °C  e inicio por Control TX Línea 220 kV San Andrés - Cardones. 265 MVA a 18 °C con Sol  flujo N>S. "
2016,5,14,10,"Central sin variación por Líneas 220 kV Las Palmas - Los Vilos 1 y 2"
2016,5,14,10,"Central sin variación por Líneas 220 kV Las Palmas - Los Vilos 1 y 2"
2016,5,14,10,"Central sin variación por Líneas 220 kV Las Palmas - Los Vilos 1 y 2"
2016,5,14,10,"Prorrata por Control TX Líneas 220 kV Las Palmas - Los Vilos 1 y 2  380 MVA a 17 °C con Sol  flujo N>S. "
2016,5,14,10,"Prorrata por Control TX Líneas 220 kV Las Palmas - Los Vilos 1 y 2  380 MVA a 17 °C con Sol  flujo N>S. "
2016,5,14,10,"Central sin variación por falta de radiación."
2016,5,14,10,"Central no participa por falta de radiación."
2016,5,16,10,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  270 MVA a 17 °C con Sol  flujo N>S. "
2016,5,16,10,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  259 MVA a 19 °C con Sol  flujo N>S. "
2016,5,16,10,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  235 MVA a 23 °C con Sol  flujo N>S. "
2016,5,16,10,"Redistribución de Potencia de 28 MW por reducción de recurso eólico de C. PE Taltal."
2016,5,16,10,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  235 MVA a 23 °C con Sol  flujo N>S. "
2016,5,17,10,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  241 MVA a 22 °C con Sol  flujo N>S. "
2016,5,17,10,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  235 MVA a 23 °C con Sol  flujo N>S. "
2016,5,17,10,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  222 MVA a 25 °C con Sol  flujo N>S. "
2016,5,17,10,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  235 MVA a 23 °C con Sol  flujo N>S. "
2016,5,17,10,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  247 MVA a 21 °C con Sol  flujo N>S. "
2016,5,18,10,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  270 MVA a 17 °C con Sol  flujo N>S. "
2016,5,18,10,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  253 MVA a 20 °C con Sol  flujo N>S. "
2016,5,18,10,"Prorrata por Control TX Línea 220 kV C. Pinto - San Andrés  247 MVA a 21 °C con Sol  flujo N>S. "
2016,5,18,10,"Central sin variación por Línea 220 kV C. Pinto - San Andrés"
2016,5,19,12,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  247 MVA a 21 °C con Sol  flujo N>S. "
2016,5,19,12,"Central sin variación por Líneas 220 kV Maitencillo - P. Colorada 1 y 2"
2016,5,19,12,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,5,19,12,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,5,20,11,"Prorrata por Control TX Líneas 220 kV Maitencillo - P. Colorada 1 y 2  350 MVA  flujo N>S. "
2016,5,20,11,"Prorrata por Control TX Líneas 220 kV Maitencillo - P. Colorada 1 y 2  350 MVA  flujo N>S. "
2016,5,20,11,"Prorrata por Control TX Líneas 220 kV Maitencillo - P. Colorada 1 y 2  350 MVA  flujo N>S."
2016,5,20,11,"Prorrata por Control TX Líneas 220 kV Maitencillo - P. Colorada 1 y 2  350 MVA  flujo N>S. "
2016,5,20,11,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  247 MVA a 21 °C con Sol  flujo N>S y mayor recurso eólico del PE Taltal. "
2016,5,21,11,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  270 MVA   flujo N>S. "
2016,5,21,11,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  270 MVA   flujo N>S. "
2016,5,21,11,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  265 MVA a 18 °C con Sol  flujo N>S. "
2016,5,21,11,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,5,21,11,"Central sin variación por Línea 220 kV San Andrés - Cardones"
2016,5,21,11,"Redistribución de Potencia Baja carga eólica de PE Taltal 30 MW"
2016,5,22,12,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  259 MVA a 19 °C con Sol  flujo N>S. "
2016,5,22,12,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  259 MVA a 19 °C con Sol  flujo N>S. "
2016,5,22,12,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  253 MVA a 20 °C con Sol  flujo N>S. "
2016,5,22,12,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  235 MVA a 23 °C con Sol  flujo N>S. "
2016,5,22,12,"Prorrata por Control TX Línea 220 kV San Andrés - Cardones  235 MVA a 23 °C con Sol  flujo N>S. "
