"año","mes","día","total_baja","descrp"
2016,5,30,28,"Salida intempestiva por falla en línea de 220 kV Maitencillo - Punta Colorada 1 según IF xxx/2016"
2016,7,26,10,"Fuera de servicio por tyrabajos en S/E Diego de Almagro"
2016,8,16,53,"Salida Intempestiva por Falla en pruebas."
2016,9,13,40,"Control transferencia líneas 220 kV Los Vilos - Las Palmas 380 MVA  N>S.  "
2016,9,13,40,"Quedan liberados por Control transferencia líneas 220 kV Los Vilos - Las Palmas 380 MVA  N>S.  "
2016,10,20,69,"Deja de inyectar al SIC en forma intempestiva."
2016,10,23,0,"Deshabitada celda del SICT-ZN por control transferencia hacia el norte de S/E Cardones a causa de falla en L.220 kV D.D. Almagro -  Cardones 1 y 2"
2016,10,30,5,"Prorrata por control transferencia líneas 220 kV P. Colorada – Pan de Azúcar. 380 MVA a 22 °C con Sol  flujo N>S."
2016,11,2,64,"Prorrata por control transferencia líneas de 220 kV entre Cardones y Diego de Almagro. 209 MVA a 27 °C con Sol  flujo N>S. "
2016,11,2,64,"Habilitada celda control SICT-ZN según IL "
2016,11,2,64,"Prorrata por control transferencia líneas de 220 kV entre Cardones y Diego de Almagro. 202 MVA a 28 °C con Sol  flujo N>S. "
2016,11,2,64,"Central sin variación por líneas 220 kV San Andrés-Cardones"
2016,11,2,64,"Prorrata por control transferencia líneas 220 kV San Andrés-Cardones  229 MVA a 24 °C con Sol  flujo N>S. "
2016,11,3,14,"Central sin variación por líneas 220 kV San Andrés-Cardones"
2016,11,3,14,"Prorrata por control transferencia líneas 220 kV San Andrés-Cardones  241 MVA a 22 °C con Sol  flujo N>S. "
2016,11,3,14,"Prorrata por control transferencia líneas 220 kV San Andrés-Cardones  241 MVA a 22 °C con Sol  flujo N>S. "
2016,11,3,14,"Prorrata por control transferencia líneas 220 kV C. Pinto-San Andrés  229 MVA a 24 °C con Sol  flujo N>S. "
2016,11,3,14,"Prorrata por control transferencia líneas 220 kV C. Pinto-San Andrés  202 MVA a 28 °C con Sol  flujo N>S. "
2016,11,3,14,"Prorrata por control transferencia líneas 220 kV C. Pinto-San Andrés  187 MVA a 30 °C con Sol  flujo N>S. "
2016,11,3,14,"Central sin variación por líneas 220 kV C. Pinto-San Andrés"
2016,11,3,14,"Prorrata por control transferencia líneas 220 kV C. Pinto-San Andrés  209 MVA a 27 °C con Sol  flujo N>S. "
2016,11,3,14,"Prorrata por control transferencia líneas 220 kV C. Pinto-San Andrés  216 MVA a 26 °C con Sol  flujo N>S. "
2016,11,4,10,"Central sin variación por líneas 220 kV C. Pinto-San Andrés"
2016,11,4,10,"Central sin variación por líneas 220 kV C. Pinto-San Andrés"
2016,11,4,10,"Central sin variación por líneas 220 kV C. Pinto-San Andrés"
2016,11,4,10,"Central sin variación por líneas 220 kV C. Pinto-San Andrés"
2016,11,4,10,"Central sin variación por líneas 220 kV C. Pinto-San Andrés"
2016,11,4,10,"Central sin variación por líneas 220 kV C. Pinto-San Andrés"
2016,11,4,10,"Central sin variación por líneas 220 kV C. Pinto-San Andrés"
2016,11,4,10,"Central sin variación por líneas 220 kV C. Pinto-San Andrés"
2016,11,4,10,"Prorrata por control transferencia líneas 220 kV C. Pinto-San Andrés  202 MVA a 28 °C con Sol  flujo N>S. "
2016,11,4,10,"Prorrata por control transferencia líneas 220 kV C. Pinto-San Andrés  216 MVA a 26 °C con Sol  flujo N>S. "
2016,11,5,20,"Central sin variación por líneas 220 kV C. Pinto-San Andrés"
2016,11,5,20,"Central sin variación por líneas 220 kV C. Pinto-San Andrés"
2016,11,5,20,"Central sin variación por líneas 220 kV C. Pinto-San Andrés"
2016,11,5,20,"Central sin variación por líneas 220 kV C. Pinto-San Andrés"
2016,11,5,20,"Central sin variación por líneas 220 kV C. Pinto-San Andrés"
2016,11,5,20,"Central sin variación por líneas 220 kV C. Pinto-San Andrés"
2016,11,5,20,"Central sin variación por líneas 220 kV C. Pinto-San Andrés"
2016,11,5,20,"Prorrata por control transferencia líneas 220 kV C. Pinto-San Andrés  202 MVA a 28 °C con Sol  flujo N>S. "
2016,11,6,10,"Central sin variación por líneas 220 kV C. Pinto-San Andrés"
2016,11,6,10,"Central sin variación por líneas 220 kV C. Pinto-San Andrés"
2016,11,6,10,"Central sin variación por líneas 220 kV C. Pinto-San Andrés"
2016,11,6,10,"Central sin variación por líneas 220 kV C. Pinto-San Andrés"
2016,11,6,10,"Central sin variación por líneas 220 kV C. Pinto-San Andrés"
2016,11,6,10,"Central sin variación por líneas 220 kV San Andrés-Cardones"
2016,11,6,10,"Central sin variación por líneas 220 kV San Andrés-Cardones"
2016,11,6,10,"Central sin variación por líneas 220 kV San Andrés-Cardones"
2016,11,6,10,"Prorrata por control transferencia líneas 220 kV San Andrés-Cardones  209 MVA a 27 °C con Sol  flujo N>S. "
2016,11,6,10,"Prorrata por control transferencia líneas 220 kV San Andrés-Cardones  216 MVA a 26 °C con Sol  flujo N>S. "
2016,11,7,30,"Central sin variación por líneas 220 kV C. Pinto-San Andrés"
